"";"w";"p"
"3844";36;32
"4148";36;9
"4298";36;2
"4394";36;80
"4442";36;7
"4457";36;87
"4484";36;94
"4670";36;81
"4845";36;17
"4923";36;75
"67";37;22
"294";37;82
"302";37;80
"371";37;64
"421";37;30
"516";37;31
"1014";37;39
"1292";37;82
"1412";37;55
"1483";37;37
"1496";37;68
"1566";37;47
"1642";37;27
"1653";37;28
"1678";37;96
"1709";37;20
"1760";37;29
"1832";37;96
"1983";37;30
"2041";37;49
"2085";37;13
"2122";37;48
"2137";37;16
"2480";37;62
"2498";37;48
"2544";37;26
"2697";37;24
"2756";37;31
"2884";37;21
"3204";37;36
"3398";37;56
"3431";37;26
"3806";37;80
"3849";37;66
"3879";37;68
"4590";37;91
"4616";37;30
"4679";37;78
"4700";37;20
"4751";37;92
"66";38;81
"167";38;89
"284";38;34
"387";38;76
"653";38;25
"806";38;86
"918";38;81
"1094";38;68
"1119";38;55
"1159";38;7
"1258";38;29
"1298";38;75
"1352";38;65
"1381";38;50
"1454";38;56
"1523";38;86
"1533";38;61
"1864";38;75
"2166";38;83
"2379";38;83
"2508";38;68
"2523";38;11
"2533";38;68
"3214";38;94
"3238";38;53
"3443";38;33
"3547";38;87
"3732";38;82
"3776";38;92
"3779";38;70
"3796";38;48
"3990";38;65
"4098";38;62
"4163";38;18
"4487";38;51
"4688";38;10
"4791";38;55
"4894";38;43
"4900";38;22
"177";39;33
"251";39;92
"310";39;36
"436";39;75
"505";39;90
"563";39;7
"754";39;67
"773";39;77
"840";39;53
"979";39;21
"984";39;7
"1078";39;76
"1091";39;30
"1142";39;50
"1255";39;29
"1406";39;31
"1636";39;41
"1794";39;33
"1910";39;45
"1943";39;37
"2024";39;52
"2151";39;47
"2157";39;85
"2180";39;42
"2327";39;50
"2399";39;62
"2560";39;23
"2577";39;21
"2586";39;35
"2702";39;68
"2860";39;2
"2875";39;19
"2968";39;62
"2986";39;78
"3022";39;74
"3111";39;33
"3184";39;60
"3384";39;8
"3388";39;58
"3394";39;67
"3659";39;48
"3719";39;14
"3924";39;55
"4183";39;17
"4308";39;53
"4471";39;93
"4472";39;43
"4557";39;12
"4723";39;25
"4916";39;70
"4927";39;11
"4938";39;28
"303";40;95
"705";40;87
"745";40;32
"871";40;3
"964";40;9
"1317";40;53
"1551";40;39
"1588";40;17
"1607";40;15
"1630";40;39
"1736";40;82
"1907";40;17
"2002";40;83
"2088";40;88
"2102";40;4
"2241";40;20
"2284";40;21
"2286";40;11
"2612";40;78
"2721";40;100
"2732";40;55
"2856";40;29
"2994";40;43
"3085";40;25
"3154";40;30
"3237";40;85
"3323";40;34
"3370";40;13
"3485";40;29
"3643";40;2
"3755";40;14
"3784";40;29
"3938";40;82
"4045";40;99
"4236";40;5
"4414";40;2
"4658";40;17
"4780";40;58
"4931";40;78
"4982";40;4
"4990";40;45
"5000";40;50
"378";41;55
"428";41;79
"446";41;3
"779";41;57
"780";41;88
"849";41;43
"1124";41;31
"1459";41;24
"1490";41;25
"1567";41;82
"1583";41;33
"1753";41;3
"1849";41;74
"1870";41;82
"1991";41;63
"2048";41;1
"2172";41;51
"2244";41;39
"2317";41;48
"2530";41;37
"2552";41;48
"2696";41;36
"2718";41;44
"2785";41;23
"2808";41;11
"2822";41;7
"2970";41;84
"3132";41;8
"3163";41;66
"3176";41;42
"3232";41;78
"3271";41;86
"3435";41;71
"3555";41;13
"3822";41;49
"3872";41;87
"4296";41;81
"4316";41;70
"4373";41;47
"4422";41;90
"4503";41;72
"4524";41;87
"260";42;81
"367";42;12
"647";42;10
"695";42;76
"842";42;4
"1027";42;15
"1328";42;49
"1792";42;56
"1911";42;2
"1924";42;66
"1952";42;27
"2127";42;77
"2181";42;61
"2381";42;58
"2487";42;97
"2524";42;53
"2553";42;58
"2688";42;91
"2848";42;46
"2887";42;51
"3044";42;63
"3170";42;60
"3226";42;99
"3229";42;41
"3297";42;8
"3322";42;68
"3336";42;22
"3396";42;54
"3526";42;45
"3567";42;28
"3609";42;90
"3661";42;71
"3680";42;76
"3739";42;69
"3802";42;72
"3837";42;67
"3878";42;73
"3947";42;80
"4330";42;91
"4597";42;92
"4604";42;17
"4656";42;20
"4793";42;83
"4862";42;28
"4904";42;6
"4914";42;40
"4932";42;62
"444";43;28
"491";43;94
"589";43;69
"663";43;75
"722";43;13
"805";43;57
"994";43;37
"1187";43;82
"1293";43;49
"1303";43;58
"1398";43;71
"1417";43;26
"1828";43;78
"1940";43;63
"2022";43;98
"2153";43;87
"2699";43;45
"2704";43;57
"2802";43;47
"2981";43;20
"3414";43;73
"3424";43;14
"3619";43;77
"3698";43;30
"3771";43;10
"3836";43;76
"4197";43;46
"4203";43;2
"4234";43;10
"4499";43;51
"4576";43;78
"4724";43;50
"4822";43;44
"4824";43;88
"4976";43;66
"27";44;23
"49";44;24
"65";44;44
"106";44;13
"423";44;1
"429";44;99
"586";44;25
"630";44;60
"782";44;72
"853";44;25
"930";44;15
"1013";44;67
"1219";44;45
"1281";44;39
"1332";44;90
"1419";44;23
"1441";44;81
"1484";44;76
"1552";44;1
"1632";44;42
"1853";44;2
"1918";44;44
"1938";44;12
"2005";44;22
"2032";44;9
"2207";44;74
"2386";44;18
"2466";44;99
"2558";44;85
"3106";44;50
"3159";44;66
"3217";44;47
"3222";44;11
"3259";44;74
"3426";44;20
"3605";44;22
"3658";44;78
"3749";44;10
"3772";44;50
"3982";44;84
"4137";44;23
"4227";44;49
"4293";44;79
"4323";44;64
"4361";44;11
"4393";44;40
"4465";44;68
"4635";44;15
"4720";44;48
"4779";44;40
"4849";44;36
"4924";44;29
"4960";44;6
"104";45;57
"281";45;6
"287";45;15
"290";45;64
"368";45;84
"394";45;23
"399";45;33
"616";45;22
"771";45;92
"831";45;50
"1033";45;78
"1034";45;78
"1122";45;14
"1141";45;67
"1245";45;87
"1287";45;34
"1435";45;9
"1437";45;82
"1470";45;36
"1612";45;19
"1942";45;68
"1950";45;94
"2023";45;39
"2108";45;60
"2224";45;79
"2310";45;69
"2375";45;9
"2389";45;38
"2567";45;10
"2588";45;46
"2606";45;6
"2724";45;9
"2728";45;37
"2811";45;84
"2844";45;90
"2853";45;48
"2895";45;87
"3000";45;48
"3032";45;50
"3074";45;2
"3103";45;83
"3256";45;32
"3489";45;2
"3660";45;63
"3812";45;42
"3862";45;26
"3898";45;82
"3992";45;68
"4169";45;82
"4185";45;2
"4313";45;81
"4368";45;27
"4387";45;45
"4523";45;69
"4573";45;44
"4611";45;69
"4872";45;9
"4944";45;76
"100";46;47
"101";46;82
"172";46;66
"220";46;37
"419";46;74
"507";46;85
"511";46;43
"726";46;37
"827";46;6
"883";46;13
"1003";46;30
"1216";46;82
"1402";46;68
"1741";46;63
"1744";46;45
"1777";46;10
"1830";46;50
"1927";46;98
"1930";46;68
"2125";46;96
"2346";46;66
"2555";46;88
"2624";46;81
"2684";46;23
"2896";46;93
"2925";46;93
"2997";46;87
"3027";46;49
"3070";46;37
"3091";46;82
"3340";46;1
"3383";46;21
"3524";46;67
"3552";46;3
"3627";46;79
"3769";46;65
"3827";46;69
"3838";46;69
"3846";46;22
"3958";46;2
"4060";46;5
"4068";46;82
"4074";46;36
"4121";46;62
"4364";46;43
"4424";46;14
"4426";46;90
"4437";46;9
"4587";46;34
"4646";46;56
"4753";46;76
"4786";46;53
"4913";46;39
"4943";46;25
"4978";46;88
"4996";46;7
"26";47;71
"203";47;16
"329";47;86
"381";47;95
"465";47;51
"473";47;63
"550";47;51
"628";47;55
"789";47;19
"1103";47;33
"1137";47;32
"1220";47;9
"1232";47;30
"1365";47;3
"1649";47;11
"1716";47;31
"1801";47;11
"1922";47;76
"2064";47;69
"2134";47;5
"2213";47;41
"2214";47;33
"2270";47;15
"2604";47;66
"2620";47;17
"2676";47;93
"2719";47;8
"2759";47;66
"2824";47;44
"2907";47;54
"3053";47;24
"3144";47;43
"3202";47;91
"3411";47;17
"3453";47;22
"3455";47;22
"3493";47;81
"3589";47;21
"3594";47;24
"3867";47;44
"4194";47;62
"4294";47;54
"4344";47;73
"4462";47;59
"4734";47;19
"4746";47;48
"4752";47;26
"29";48;53
"69";48;38
"205";48;42
"228";48;44
"397";48;71
"551";48;28
"873";48;62
"932";48;31
"1006";48;55
"1266";48;24
"1445";48;68
"1488";48;3
"1541";48;48
"1568";48;23
"1646";48;33
"1717";48;2
"1785";48;86
"1882";48;4
"2109";48;51
"2269";48;3
"2299";48;31
"2367";48;9
"2371";48;15
"2393";48;46
"2439";48;45
"2617";48;84
"2619";48;75
"3035";48;74
"3295";48;38
"3381";48;92
"3780";48;2
"3950";48;86
"3979";48;61
"4000";48;53
"4142";48;27
"4228";48;59
"4246";48;93
"4315";48;69
"4448";48;86
"4478";48;47
"4509";48;59
"4527";48;28
"4542";48;34
"4639";48;51
"4730";48;97
"4731";48;1
"4828";48;1
"4895";48;43
"4933";48;49
"14";49;18
"38";49;38
"405";49;56
"476";49;2
"549";49;8
"587";49;32
"600";49;49
"659";49;26
"717";49;13
"768";49;25
"795";49;27
"812";49;73
"863";49;56
"993";49;5
"995";49;7
"1005";49;93
"1044";49;19
"1196";49;95
"1330";49;99
"1379";49;82
"1414";49;14
"1444";49;7
"1476";49;85
"1546";49;95
"1577";49;79
"1616";49;21
"1704";49;60
"1722";49;32
"1978";49;54
"1979";49;50
"2021";49;59
"2038";49;3
"2080";49;59
"2112";49;85
"2394";49;68
"2475";49;46
"2660";49;38
"2692";49;17
"2693";49;95
"2783";49;22
"2962";49;80
"2973";49;53
"3030";49;43
"3143";49;13
"3218";49;66
"3236";49;60
"3471";49;97
"3481";49;61
"3562";49;100
"3617";49;6
"3670";49;58
"3753";49;31
"3882";49;83
"3993";49;100
"4133";49;87
"4212";49;35
"4522";49;2
"4683";49;53
"4785";49;88
"4794";49;80
"4939";49;89
"4980";49;94
"60";50;58
"116";50;7
"143";50;63
"321";50;64
"475";50;25
"624";50;3
"667";50;22
"913";50;56
"975";50;29
"1043";50;14
"1061";50;32
"1075";50;31
"1242";50;49
"1252";50;62
"1285";50;49
"1319";50;24
"1509";50;99
"1724";50;64
"1813";50;8
"1939";50;93
"2084";50;35
"2175";50;91
"2202";50;84
"2339";50;11
"2436";50;36
"2532";50;57
"2764";50;28
"2786";50;65
"3099";50;8
"3127";50;71
"3138";50;98
"3272";50;83
"3305";50;79
"3346";50;69
"3510";50;96
"3531";50;20
"3673";50;91
"3764";50;39
"3865";50;74
"3866";50;68
"3915";50;62
"4186";50;12
"4224";50;95
"4435";50;88
"4643";50;12
"4697";50;88
"4823";50;43
"4830";50;85
"4853";50;26
"4865";50;57
"91";51;59
"148";51;15
"354";51;23
"460";51;1
"483";51;82
"503";51;52
"778";51;16
"1090";51;52
"1427";51;72
"1506";51;92
"1514";51;18
"1617";51;37
"1680";51;92
"1807";51;12
"1862";51;27
"1989";51;77
"2066";51;94
"2077";51;38
"2095";51;8
"2158";51;74
"2243";51;7
"2258";51;4
"2290";51;3
"2359";51;27
"2519";51;27
"2570";51;16
"3066";51;5
"3082";51;70
"3096";51;2
"3153";51;69
"3209";51;75
"3251";51;62
"3311";51;25
"3422";51;50
"3523";51;37
"3633";51;38
"3876";51;21
"3912";51;26
"3934";51;44
"4214";51;77
"4498";51;90
"4653";51;5
"4802";51;88
"4963";51;27
"4971";51;86
"59";52;49
"79";52;71
"222";52;50
"240";52;77
"253";52;50
"325";52;54
"442";52;53
"490";52;50
"510";52;63
"596";52;30
"680";52;33
"731";52;3
"748";52;88
"776";52;29
"898";52;76
"943";52;43
"998";52;7
"1011";52;97
"1058";52;63
"1117";52;40
"1178";52;84
"1262";52;78
"1348";52;44
"1703";52;34
"1712";52;27
"1871";52;42
"1919";52;92
"2035";52;10
"2248";52;95
"2513";52;1
"2607";52;30
"2685";52;100
"3047";52;61
"3203";52;41
"3205";52;38
"3299";52;79
"3475";52;29
"3899";52;24
"4231";52;7
"4736";52;44
"13";53;41
"56";53;82
"77";53;68
"239";53;32
"440";53;7
"579";53;40
"654";53;42
"865";53;60
"1007";53;47
"1021";53;7
"1439";53;66
"1535";53;7
"1885";53;52
"1985";53;66
"2003";53;15
"2179";53;12
"2315";53;63
"2406";53;87
"2613";53;22
"2919";53;46
"2955";53;13
"3024";53;97
"3102";53;45
"3321";53;70
"3364";53;5
"3397";53;43
"3520";53;62
"3554";53;24
"3560";53;45
"3706";53;25
"3717";53;37
"4047";53;43
"4077";53;39
"4161";53;67
"4195";53;5
"4204";53;15
"4288";53;3
"4318";53;75
"4383";53;100
"4445";53;27
"4584";53;49
"4716";53;44
"4797";53;98
"4826";53;9
"4883";53;30
"4925";53;86
"4966";53;49
"4970";53;64
"152";54;9
"447";54;98
"621";54;70
"627";54;67
"763";54;21
"880";54;65
"1036";54;1
"1144";54;41
"1155";54;49
"1296";54;29
"1302";54;46
"1542";54;62
"1730";54;50
"1749";54;18
"1789";54;100
"1790";54;66
"1999";54;45
"2073";54;73
"2226";54;74
"2334";54;33
"2471";54;29
"2525";54;93
"2632";54;50
"2744";54;11
"2897";54;16
"3033";54;46
"3289";54;18
"3544";54;76
"3903";54;18
"3907";54;82
"3984";54;92
"3989";54;12
"4099";54;27
"4208";54;51
"4329";54;60
"4467";54;99
"4628";54;37
"4680";54;15
"4728";54;87
"4757";54;74
"4836";54;82
"4929";54;59
"4947";54;55
"28";55;22
"216";55;69
"237";55;73
"409";55;89
"449";55;58
"577";55;44
"594";55;79
"765";55;27
"823";55;44
"886";55;37
"1057";55;55
"1060";55;82
"1100";55;30
"1149";55;7
"1273";55;64
"1344";55;59
"1364";55;63
"1881";55;69
"1900";55;9
"2060";55;43
"2262";55;68
"2295";55;11
"2365";55;38
"2440";55;34
"2754";55;38
"2840";55;20
"2983";55;31
"3001";55;27
"3065";55;23
"3093";55;76
"3101";55;89
"3114";55;47
"3133";55;41
"3152";55;31
"3180";55;79
"3199";55;86
"3270";55;34
"3296";55;73
"3404";55;21
"3534";55;79
"3568";55;61
"3576";55;72
"3598";55;4
"3604";55;63
"3687";55;92
"3754";55;62
"3868";55;34
"3918";55;87
"3921";55;74
"3960";55;70
"3968";55;53
"4035";55;15
"4140";55;80
"4192";55;90
"4254";55;89
"4400";55;52
"4654";55;24
"4795";55;8
"4834";55;95
"4889";55;68
"4909";55;80
"4928";55;33
"137";56;59
"181";56;72
"243";56;24
"318";56;53
"366";56;21
"525";56;62
"534";56;66
"625";56;54
"830";56;76
"923";56;36
"925";56;66
"955";56;36
"968";56;15
"1023";56;41
"1133";56;3
"1481";56;74
"1544";56;78
"1545";56;68
"1553";56;97
"1603";56;20
"1611";56;1
"1634";56;44
"1766";56;55
"1814";56;64
"1904";56;96
"1954";56;99
"2013";56;54
"2062";56;53
"2133";56;71
"2187";56;76
"2330";56;18
"2354";56;6
"2362";56;9
"2630";56;82
"2640";56;65
"2741";56;86
"2934";56;21
"2993";56;82
"3002";56;100
"3308";56;76
"3359";56;35
"3389";56;37
"3418";56;100
"3715";56;2
"3757";56;43
"3994";56;92
"4071";56;59
"4108";56;55
"4123";56;80
"4412";56;55
"4488";56;88
"4637";56;51
"4761";56;84
"51";57;44
"252";57;92
"389";57;20
"694";57;11
"869";57;67
"1140";57;39
"1241";57;33
"1373";57;69
"1384";57;41
"1385";57;28
"1407";57;95
"1524";57;81
"1531";57;58
"1591";57;93
"1696";57;61
"1787";57;88
"1859";57;95
"1889";57;10
"2071";57;80
"2228";57;54
"2274";57;73
"2396";57;19
"2582";57;53
"2664";57;92
"2705";57;16
"2722";57;40
"2729";57;5
"2845";57;81
"2876";57;24
"2957";57;10
"3010";57;59
"3048";57;90
"3076";57;100
"3123";57;16
"3195";57;8
"3587";57;71
"3642";57;46
"3710";57;35
"3900";57;50
"3926";57;11
"4083";57;28
"4244";57;31
"4380";57;85
"4391";57;9
"4721";57;53
"4810";57;44
"4915";57;68
"139";58;85
"158";58;19
"217";58;24
"285";58;84
"382";58;26
"393";58;85
"401";58;45
"508";58;32
"530";58;67
"573";58;3
"590";58;52
"644";58;92
"735";58;95
"825";58;48
"832";58;37
"1047";58;47
"1059";58;85
"1080";58;21
"1163";58;89
"1222";58;24
"1354";58;68
"1420";58;76
"1707";58;63
"1798";58;98
"1805";58;1
"1893";58;11
"1980";58;11
"2388";58;86
"2390";58;24
"2428";58;7
"2647";58;53
"2691";58;15
"2700";58;33
"2867";58;90
"3040";58;30
"3128";58;63
"3146";58;4
"3228";58;2
"3261";58;21
"3334";58;87
"3454";58;41
"3537";58;17
"3556";58;37
"3608";58;41
"3778";58;9
"3807";58;62
"3863";58;56
"3929";58;9
"4052";58;20
"4116";58;20
"4362";58;28
"4519";58;70
"4634";58;87
"4790";58;60
"4875";58;36
"4951";58;73
"61";59;80
"211";59;54
"265";59;2
"369";59;71
"370";59;32
"404";59;46
"450";59;67
"582";59;87
"700";59;25
"716";59;4
"741";59;2
"809";59;83
"846";59;78
"894";59;74
"1028";59;75
"1032";59;88
"1218";59;22
"1468";59;94
"1513";59;27
"1538";59;34
"1578";59;43
"1629";59;90
"1663";59;56
"1683";59;19
"1750";59;1
"1845";59;69
"1937";59;28
"2045";59;87
"2116";59;45
"2309";59;75
"2337";59;86
"2420";59;77
"2491";59;33
"2562";59;68
"3257";59;84
"3267";59;19
"3338";59;43
"3344";59;98
"3472";59;19
"3647";59;21
"3718";59;11
"3750";59;2
"3775";59;33
"3973";59;40
"4011";59;2
"4193";59;42
"4447";59;20
"4847";59;10
"4873";59;78
"4922";59;5
"4949";59;5
"57";60;90
"121";60;11
"292";60;13
"334";60;54
"351";60;84
"521";60;86
"966";60;95
"1168";60;99
"1389";60;60
"1408";60;16
"1409";60;95
"1449";60;51
"1502";60;35
"1532";60;22
"1644";60;9
"1880";60;25
"1968";60;4
"2074";60;96
"2079";60;46
"2106";60;56
"2292";60;77
"2303";60;7
"2467";60;22
"2516";60;66
"2581";60;4
"2662";60;8
"2720";60;31
"2766";60;9
"2767";60;13
"2791";60;65
"2888";60;68
"2910";60;98
"2936";60;79
"3094";60;55
"3148";60;65
"3173";60;40
"3185";60;43
"3369";60;97
"3405";60;3
"3430";60;53
"3543";60;87
"3677";60;39
"3729";60;95
"3734";60;62
"3743";60;47
"3773";60;41
"3861";60;41
"3957";60;30
"4048";60;49
"4262";60;2
"4392";60;17
"4398";60;59
"4425";60;47
"4538";60;65
"4738";60;88
"4747";60;100
"4783";60;41
"4930";60;6
"4989";60;89
"12";61;64
"44";61;17
"191";61;15
"426";61;86
"496";61;57
"502";61;74
"619";61;97
"666";61;34
"720";61;93
"814";61;16
"816";61;18
"1041";61;52
"1195";61;87
"1213";61;37
"1263";61;88
"2016";61;65
"2191";61;63
"2233";61;49
"2288";61;32
"2314";61;91
"2701";61;57
"2799";61;3
"3095";61;92
"3097";61;86
"3459";61;77
"3496";61;9
"3497";61;67
"3508";61;48
"3509";61;26
"3573";61;76
"3620";61;22
"3763";61;67
"3965";61;44
"4020";61;89
"4025";61;9
"4119";61;98
"4213";61;83
"4260";61;51
"4290";61;14
"4374";61;60
"4430";61;45
"4431";61;93
"4645";61;79
"4664";61;59
"4741";61;33
"4763";61;45
"4940";61;33
"4997";61;19
"198";62;28
"227";62;38
"278";62;80
"359";62;46
"377";62;1
"467";62;54
"565";62;95
"604";62;40
"612";62;79
"704";62;62
"874";62;99
"901";62;16
"1082";62;46
"1221";62;29
"1324";62;12
"1497";62;4
"1550";62;99
"1556";62;85
"1565";62;2
"1768";62;82
"1821";62;84
"1837";62;10
"1847";62;83
"1888";62;20
"1908";62;73
"2136";62;24
"2237";62;38
"2357";62;88
"2405";62;19
"2548";62;27
"2565";62;58
"2686";62;76
"2869";62;24
"2969";62;64
"3016";62;52
"3056";62;31
"3110";62;29
"3581";62;57
"3662";62;66
"3696";62;60
"3944";62;59
"4092";62;87
"4093";62;13
"4158";62;3
"4451";62;54
"4602";62;16
"4610";62;62
"4617";62;82
"4648";62;49
"4671";62;86
"4675";62;24
"4758";62;27
"4818";62;16
"83";63;66
"86";63;79
"184";63;75
"333";63;82
"361";63;14
"392";63;19
"396";63;45
"517";63;20
"523";63;10
"524";63;89
"599";63;38
"749";63;4
"859";63;81
"909";63;29
"938";63;51
"976";63;77
"1026";63;77
"1254";63;67
"1265";63;25
"1308";63;25
"1310";63;10
"1360";63;60
"1378";63;75
"1453";63;39
"1618";63;22
"1659";63;94
"1743";63;25
"1960";63;90
"2055";63;43
"2097";63;52
"2120";63;48
"2155";63;51
"2503";63;58
"2546";63;3
"3115";63;3
"3351";63;93
"3360";63;22
"3464";63;82
"3474";63;56
"3640";63;35
"3691";63;23
"3721";63;56
"3730";63;59
"3748";63;15
"3835";63;23
"3874";63;16
"3884";63;64
"4018";63;67
"4112";63;41
"4226";63;58
"4434";63;99
"4436";63;100
"4479";63;79
"4506";63;68
"4514";63;46
"4707";63;82
"4901";63;83
"4917";63;72
"4967";63;70
"4974";63;47
"345";64;75
"410";64;29
"638";64;64
"641";64;23
"658";64;49
"691";64;39
"760";64;96
"772";64;41
"862";64;38
"896";64;72
"934";64;41
"941";64;37
"953";64;42
"1098";64;79
"1184";64;24
"1411";64;20
"1426";64;42
"1450";64;84
"1554";64;29
"1581";64;7
"1770";64;89
"1809";64;69
"1825";64;90
"1988";64;91
"2068";64;28
"2306";64;6
"2336";64;50
"2340";64;23
"2397";64;64
"2407";64;85
"2442";64;48
"2585";64;63
"2601";64;7
"2666";64;48
"2804";64;99
"2859";64;39
"3140";64;27
"3378";64;62
"3599";64;15
"3624";64;58
"3895";64;92
"4128";64;88
"4178";64;74
"4201";64;68
"4282";64;29
"4466";64;45
"4502";64;59
"4588";64;31
"4806";64;63
"4841";64;8
"4962";64;100
"22";65;22
"171";65;57
"207";65;28
"275";65;46
"456";65;93
"466";65;13
"539";65;20
"642";65;94
"646";65;78
"651";65;31
"787";65;13
"810";65;55
"836";65;13
"920";65;50
"991";65;76
"1224";65;96
"1313";65;32
"1357";65;39
"1383";65;11
"1405";65;55
"1584";65;63
"1682";65;22
"1788";65;47
"1820";65;87
"1822";65;82
"2078";65;37
"2096";65;37
"2264";65;73
"2341";65;87
"2423";65;28
"2501";65;3
"2575";65;30
"2761";65;75
"2771";65;19
"2820";65;63
"2972";65;82
"3072";65;47
"3213";65;66
"3449";65;6
"3483";65;73
"3557";65;92
"3676";65;94
"3709";65;91
"4015";65;2
"4105";65;65
"4232";65;52
"4376";65;7
"4631";65;42
"4667";65;7
"4842";65;27
"160";66;66
"204";66;8
"433";66;44
"458";66;97
"513";66;69
"588";66;61
"988";66;13
"1016";66;19
"1145";66;76
"1388";66;84
"1521";66;60
"1540";66;71
"1575";66;8
"1594";66;89
"1605";66;12
"1610";66;4
"1641";66;58
"1693";66;87
"1803";66;77
"1850";66;8
"1879";66;50
"1944";66;62
"2067";66;11
"2217";66;28
"2313";66;94
"2338";66;49
"2564";66;1
"2679";66;95
"2727";66;65
"2781";66;38
"2922";66;94
"2940";66;42
"3028";66;52
"3282";66;20
"3674";66;35
"3692";66;77
"3852";66;96
"3986";66;59
"4136";66;58
"4220";66;42
"4279";66;37
"4536";66;48
"4598";66;41
"4701";66;75
"4898";66;1
"58";67;60
"156";67;1
"279";67;22
"332";67;68
"352";67;64
"384";67;78
"403";67;45
"415";67;100
"672";67;91
"919";67;63
"1104";67;7
"1183";67;38
"1204";67;54
"1306";67;50
"1314";67;23
"1442";67;82
"1601";67;51
"1687";67;16
"1689";67;51
"1755";67;3
"2004";67;95
"2070";67;10
"2148";67;76
"2322";67;57
"2342";67;39
"2433";67;67
"2554";67;68
"2648";67;68
"2656";67;42
"2932";67;93
"2933";67;39
"3063";67;43
"3079";67;58
"3129";67;33
"3134";67;94
"3276";67;51
"3358";67;21
"3362";67;51
"3514";67;73
"3525";67;47
"3549";67;46
"3641";67;32
"3770";67;69
"3792";67;5
"3826";67;50
"4002";67;9
"4088";67;48
"4221";67;10
"4276";67;13
"4304";67;79
"4307";67;9
"4607";67;99
"4652";67;84
"4687";67;90
"4714";67;16
"4954";67;47
"108";68;26
"119";68;26
"280";68;4
"282";68;57
"317";68;48
"375";68;7
"581";68;68
"602";68;1
"762";68;46
"1087";68;99
"1161";68;25
"1312";68;82
"1339";68;90
"1394";68;86
"1498";68;88
"1516";68;21
"1589";68;12
"1635";68;33
"1708";68;41
"1718";68;28
"1926";68;36
"2031";68;95
"2083";68;35
"2141";68;76
"2183";68;100
"2219";68;67
"2278";68;52
"2358";68;92
"2392";68;72
"2449";68;53
"2512";68;49
"2590";68;77
"2616";68;62
"2748";68;23
"2755";68;15
"2805";68;90
"2826";68;26
"2939";68;65
"2998";68;50
"3037";68;63
"3243";68;34
"3377";68;31
"3539";68;46
"3705";68;43
"3707";68;91
"3761";68;26
"3891";68;70
"3902";68;15
"3917";68;29
"3975";68;46
"4050";68;29
"4341";68;91
"4377";68;13
"4405";68;9
"4494";68;60
"4603";68;94
"47";69;32
"113";69;64
"118";69;41
"166";69;66
"188";69;69
"249";69;73
"411";69;91
"437";69;52
"454";69;42
"522";69;94
"558";69;2
"632";69;45
"725";69;29
"727";69;47
"817";69;15
"977";69;35
"1039";69;54
"1203";69;85
"1209";69;82
"1431";69;55
"1557";69;81
"1576";69;57
"1762";69;26
"1779";69;6
"1840";69;5
"1856";69;23
"2189";69;79
"2316";69;4
"2653";69;72
"2659";69;79
"2671";69;52
"2713";69;99
"2738";69;56
"2743";69;56
"2821";69;2
"2894";69;10
"2928";69;30
"3009";69;57
"3181";69;61
"3366";69;42
"3376";69;56
"3484";69;41
"3648";69;87
"3686";69;4
"3703";69;63
"3724";69;8
"3869";69;13
"3877";69;53
"4082";69;97
"4342";69;46
"4613";69;81
"4993";69;49
"55";70;16
"107";70;66
"229";70;2
"561";70;100
"584";70;42
"613";70;59
"622";70;25
"733";70;27
"839";70;40
"845";70;40
"864";70;60
"1311";70;47
"1599";70;44
"1628";70;60
"1691";70;42
"1759";70;9
"1774";70;80
"1819";70;74
"1854";70;36
"1947";70;77
"1951";70;69
"1995";70;44
"2034";70;88
"2171";70;50
"2205";70;57
"2402";70;75
"2414";70;80
"2447";70;40
"2517";70;64
"2879";70;79
"2958";70;66
"3015";70;15
"3062";70;84
"3116";70;52
"3147";70;80
"3169";70;58
"3186";70;76
"3318";70;26
"3320";70;29
"3399";70;77
"3465";70;9
"3498";70;72
"3585";70;65
"4003";70;62
"4181";70;68
"4207";70;56
"4210";70;13
"4252";70;63
"4256";70;64
"4283";70;6
"4287";70;78
"4363";70;40
"4417";70;23
"4460";70;1
"4504";70;26
"4571";70;90
"4704";70;26
"4813";70;36
"34";71;42
"135";71;46
"186";71;88
"232";71;2
"388";71;28
"481";71;57
"537";71;77
"542";71;60
"585";71;55
"712";71;77
"724";71;99
"775";71;59
"847";71;55
"1045";71;63
"1268";71;97
"1367";71;18
"1539";71;66
"1580";71;24
"1675";71;39
"1826";71;43
"2234";71;27
"2329";71;58
"2409";71;85
"2451";71;15
"2488";71;82
"2489";71;59
"2794";71;72
"2797";71;65
"3006";71;77
"3042";71;82
"3145";71;49
"3151";71;16
"3242";71;79
"3361";71;1
"3559";71;12
"3579";71;12
"3625";71;32
"3791";71;46
"3864";71;33
"3937";71;58
"4012";71;15
"4031";71;24
"4091";71;30
"4129";71;52
"4152";71;39
"4289";71;40
"4512";71;40
"4644";71;96
"4703";71;38
"4708";71;66
"4817";71;40
"4876";71;66
"315";72;36
"339";72;95
"468";72;84
"546";72;57
"655";72;30
"677";72;4
"688";72;2
"794";72;81
"820";72;61
"952";72;18
"1040";72;60
"1191";72;82
"1226";72;17
"1413";72;49
"1438";72;55
"1462";72;16
"1526";72;68
"1625";72;59
"1673";72;4
"2053";72;36
"2128";72;68
"2267";72;89
"2280";72;6
"2507";72;68
"2622";72;50
"2670";72;69
"2690";72;48
