"";"w";"p"
"4471";350;310
"4553";351;355
"4639";352;260
"511";353;421
"3653";353;308
"280";354;256
"639";354;263
"2359";354;438
"2445";354;329
"3087";354;425
"3522";354;342
"3534";354;303
"4376";354;382
"4875";354;453
"2149";355;299
"4891";355;428
"3030";356;407
"3475";356;278
"4761";356;350
"4790";356;352
"644";357;365
"693";357;317
"2263";357;305
"2715";357;318
"2850";357;257
"3293";357;264
"4272";357;309
"4646";357;342
"28";358;388
"1720";358;303
"2617";358;302
"859";359;350
"2072";359;377
"1369";360;262
"786";361;298
"1780";361;414
"2219";361;325
"2805";361;389
"4155";361;454
"224";362;411
"413";362;333
"1934";362;444
"3462";362;416
"3525";362;355
"4837";362;425
"251";363;433
"2889";363;368
"3785";363;340
"3446";364;274
"601";365;424
"1001";365;360
"1322";365;270
"2549";365;294
"4392";365;392
"4609";365;354
"4850";365;289
"4890";365;388
"1902";366;319
"3279";366;326
"3790";366;466
"465";367;397
"1480";367;395
"1802";367;388
"1820";367;453
"2719";367;430
"2794";367;456
"4972";367;428
"2";368;290
"840";368;411
"962";368;301
"1717";368;418
"1897";368;278
"2630";368;393
"2066";369;356
"2358";369;297
"3874";369;317
"4022";369;372
"4172";369;281
"1974";370;433
"2224";370;288
"3220";370;447
"4494";370;272
"986";371;425
"1062";371;316
"4063";371;328
"2215";372;464
"4222";372;401
"4786";372;460
"4977";372;292
"13";373;311
"290";373;451
"385";373;407
"1121";373;326
"2875";373;349
"243";374;381
"626";374;364
"720";374;352
"2157";374;289
"2634";374;414
"3020";374;474
"1309";375;453
"174";376;401
"570";376;297
"1235";376;301
"4023";376;408
"238";377;327
"398";377;303
"1471";377;295
"1959";377;283
"2218";377;344
"3841";377;375
"4687";377;431
"2383";378;392
"2825";378;316
"268";379;398
"2978";379;288
"3586";379;456
"1059";380;307
"2604";380;307
"3191";380;417
"502";382;399
"789";382;428
"1354";382;337
"2014";382;391
"2015";382;288
"2251";382;407
"3486";382;319
"4375";382;299
"66";383;320
"926";383;364
"1435";383;410
"2691";383;380
"2787";383;477
"4283";383;402
"4846";383;379
"1701";384;359
"3261";384;308
"3736";384;426
"4256";384;347
"4847";384;311
"278";385;420
"1489";385;331
"4296";385;405
"451";386;480
"704";386;328
"3780";386;338
"3868";386;341
"4221";386;454
"4456";386;393
"4481";386;319
"3328";387;374
"384";388;424
"1961";388;349
"2466";388;288
"2541";388;472
"143";389;437
"1016";389;440
"3301";389;431
"580";390;311
"1162";390;422
"2823";390;339
"123";391;399
"895";391;301
"4482";391;428
"4619";391;377
"81";392;429
"1262";392;421
"2188";392;333
"4397";392;316
"4848";392;424
"4931";392;466
"2488";393;335
"3051";393;484
"3093";393;401
"3171";393;411
"4627";393;428
"4909";393;312
"1192";394;451
"3472";394;419
"4953";394;323
"199";395;410
"2159";395;359
"2891";395;447
"3096";395;301
"4380";395;361
"294";396;373
"308";396;318
"1618";396;484
"2037";396;341
"2592";396;299
"2915";396;450
"3738";396;310
"4573";396;402
"12";397;310
"412";397;323
"3520";397;379
"531";398;418
"573";398;356
"622";398;419
"758";398;462
"1055";398;470
"1363";398;393
"1904";398;368
"2624";398;325
"2763";398;491
"3044";398;419
"3978";398;403
"255";399;331
"742";399;475
"1647";399;369
"1716";399;357
"2593";399;453
"4548";399;372
"944";400;319
"1648";400;401
"1718";400;347
"2979";400;353
"4763";400;450
"1623";401;366
"2105";401;338
"2230";401;353
"2982";401;371
"4387";401;476
"1894";402;418
"2384";402;435
"3987";402;400
"4305";402;385
"86";403;398
"901";403;455
"3516";403;355
"4110";403;495
"4571";403;329
"258";404;341
"782";404;483
"1334";404;385
"2282";404;486
"2524";404;346
"832";405;430
"1129";405;435
"1556";405;307
"2054";405;369
"2095";405;400
"2250";405;396
"3282";405;381
"3965";405;486
"253";406;428
"409";406;334
"697";406;490
"1270";406;485
"1545";406;347
"2009";406;442
"3433";406;382
"4120";406;327
"1336";407;403
"1670";407;359
"1823";407;424
"2482";407;480
"3258";407;395
"3904";407;491
"4106";407;403
"4194";407;436
"4920";407;338
"139";408;495
"797";408;370
"3553";408;421
"3651";408;451
"4337";408;474
"4749";408;482
"702";409;410
"1020";409;499
"1492";409;491
"4938";409;416
"2232";410;503
"2534";410;369
"2556";410;421
"2558";410;446
"2885";410;360
"3458";410;479
"3626";410;428
"4379";410;484
"4455";410;506
"541";411;348
"1756";411;378
"1819";411;338
"3497";411;460
"441";412;436
"970";412;314
"1280";412;312
"1317";412;421
"2047";412;348
"2567";412;463
"3387";412;428
"4826";412;417
"471";413;380
"1276";413;435
"1782";413;381
"2430";413;346
"4078";413;451
"4442";413;330
"266";414;376
"1159";414;488
"4056";414;433
"3306";415;410
"3875";415;437
"3338";416;317
"3403";416;419
"4504";416;416
"494";417;483
"1637";417;460
"2581";417;363
"3037";417;323
"744";418;359
"1150";418;508
"1256";418;442
"1901";418;329
"2818";418;511
"3052";418;340
"2227";419;370
"120";420;421
"3275";420;438
"3994";420;457
"4001";420;354
"1772";421;367
"2183";421;407
"2867";421;351
"3045";421;401
"3160";421;395
"3384";421;388
"3716";421;502
"4726";421;465
"333";422;420
"779";422;493
"1248";422;413
"2926";422;373
"3316";422;429
"3533";422;326
"3592";422;433
"602";423;486
"613";423;487
"1441";423;492
"1915";423;348
"2760";423;427
"4313";423;507
"1632";424;388
"1979";424;472
"3474";424;404
"4293";424;479
"4540";424;455
"1295";425;449
"1507";425;363
"2759";425;344
"562";426;468
"719";426;329
"1403";426;478
"3505";426;525
"3958";426;386
"4499";426;334
"2117";427;520
"2278";427;456
"3789";427;468
"3940";427;328
"4206";427;455
"4993";427;365
"3468";428;435
"3547";428;458
"3659";428;475
"1299";429;384
"1909";429;405
"2333";429;434
"2368";429;454
"3556";429;416
"201";430;482
"521";430;391
"529";430;493
"1913";430;514
"2153";430;522
"3048";430;511
"3434";430;397
"4047";430;408
"1380";432;400
"1727";432;364
"2717";432;348
"2735";432;371
"3919";432;433
"4074";432;349
"4576";432;482
"745";433;512
"1552";433;405
"3223";433;392
"3846";433;418
"902";434;388
"1813";434;350
"2684";434;492
"2767";434;437
"2832";434;519
"264";435;532
"708";435;484
"1117";435;388
"1617";435;364
"1986";435;450
"3966";435;443
"646";436;362
"2210";436;396
"2575";436;423
"3798";436;504
"4171";436;434
"866";437;415
"1126";437;475
"1877";437;470
"2854";437;444
"3869";437;470
"3951";437;448
"1395";438;519
"2382";438;530
"2649";438;410
"4036";438;354
"58";439;340
"1834";439;376
"3632";439;523
"3937";439;486
"458";440;386
"780";440;461
"1562";440;373
"2042";440;367
"2306";440;402
"2371";440;420
"2500";440;459
"1213";441;456
"2197";441;402
"4768";441;401
"979";442;398
"1171";443;484
"769";444;499
"940";444;416
"1160";444;472
"1163";444;413
"1458";444;543
"2590";444;464
"3212";444;462
"49";445;395
"370";445;504
"2908";445;457
"3245";445;380
"4395";445;366
"151";446;380
"424";446;479
"1343";446;375
"1991";446;347
"2613";446;499
"2960";446;492
"3056";446;467
"4574";446;411
"4913";446;430
"436";447;480
"603";447;516
"605";447;495
"1474";447;464
"2272";447;522
"2724";447;381
"3108";447;354
"3250";447;395
"3263";447;359
"3276";447;536
"497";448;491
"1124";448;513
"1581";448;493
"1640";448;498
"2179";448;457
"2414";448;355
"170";449;414
"1373";449;500
"1536";449;529
"4614";449;472
"4873";449;446
"191";450;361
"3103";450;501
"4472";450;510
"95";451;419
"589";451;375
"2713";451;411
"506";452;441
"1089";452;406
"1510";452;354
"2454";452;544
"1292";453;396
"2779";453;445
"3365";453;551
"3636";453;530
"4881";453;370
"200";454;402
"1558";454;470
"1761";454;362
"1940";454;551
"2213";454;496
"3615";454;550
"659";455;548
"1824";455;431
"2376";455;543
"4240";455;496
"4899";455;503
"4981";455;484
"154";456;554
"2633";456;407
"2872";456;540
"3308";456;504
"3417";456;426
"4770";456;393
"4883";456;393
"761";457;447
"935";457;501
"1120";457;485
"3288";457;482
"136";458;511
"2772";458;516
"3253";458;540
"556";459;371
"920";459;427
"1665";459;544
"2937";459;476
"3274";459;532
"4617";459;479
"3173";460;436
"3977";460;476
"4580";460;394
"1285";461;461
"1646";461;451
"4040";461;428
"4685";461;410
"4958";461;460
"2036";462;439
"2394";462;454
"3873";462;489
"4394";462;477
"4951";462;387
"45";463;528
"1603";463;364
"88";464;498
"165";464;386
"4775";464;478
"4896";464;483
"1057";465;452
"2112";465;418
"2323";465;528
"3321";465;471
"3535";465;516
"3795";465;466
"3564";466;476
"4298";466;378
"4427";466;503
"518";467;442
"1850";467;412
"2023";467;420
"4018";467;411
"498";468;399
"1227";468;405
"3401";468;548
"3980";468;373
"793";469;521
"1969";469;479
"2739";469;557
"2806";469;495
"2808";469;382
"3290";469;496
"4533";469;521
"107";470;506
"211";470;523
"757";470;525
"843";470;528
"3215";470;385
"3967";470;529
"388";471;461
"2236";471;565
"2757";471;554
"3374";471;489
"4365";471;501
"4671";471;567
"286";472;568
"306";472;538
"1680";472;514
"1964";472;392
"2568";472;478
"2849";472;421
"3319";472;527
"3340";472;421
"124";473;521
"1214";473;545
"4276";473;387
"414";474;470
"2311";474;378
"3107";474;387
"91";475;438
"730";475;456
"985";475;459
"2248";475;557
"4409";475;562
"828";476;392
"1058";477;485
"1259";477;490
"1596";477;510
"3165";477;508
"3307";477;456
"419";478;390
"1128";478;447
"1928";478;515
"2276";478;475
"2778";478;464
"3561";478;503
"2178";479;448
"2461";479;472
"2678";479;516
"3196";479;534
"4269";479;387
"4273";479;471
"4559";479;407
"1546";480;579
"2086";480;381
"2422";480;509
"2643";480;522
"3026";480;388
"3955";480;540
"4408";480;559
"351";481;481
"1003";481;472
"1585";481;572
"2816";481;558
"691";482;400
"872";482;449
"2170";482;534
"3618";482;472
"4093";482;466
"520";483;573
"1815";483;392
"2176";483;421
"3595";484;567
"3737";484;552
"4279";484;415
"4424";484;412
"109";485;489
"2700";485;388
"130";486;493
"655";486;509
"1350";486;550
"1610";486;514
"3442";486;524
"4806";486;456
"922";487;447
"1348";487;398
"1828";488;536
"2075";488;587
"2192";488;429
"3194";488;480
"4143";488;434
"4169";488;448
"4184";488;437
"4994";488;476
"2790";489;506
"2920";489;433
"3058";489;521
"3179";489;503
"368";490;436
"1210";490;520
"3818";490;537
"4489";490;583
"23";491;439
"3013";491;477
"3600";491;422
"4759";491;496
"4849";491;576
"2024";492;523
"3089";492;510
"3418";492;519
"4349";492;508
"483";493;452
"1630";493;521
"4220";493;421
"4547";493;519
"868";494;541
"918";494;542
"2421";494;566
"2839";494;572
"1102";495;560
"2941";495;548
"3072";495;404
"3354";495;455
"3922";495;541
"4059";495;426
"4162";495;405
"4330";495;585
"4703";495;595
"338";496;462
"1113";496;568
"2205";496;512
"2597";496;586
"3388";496;488
"3957";496;455
"1924";497;590
"3470";497;419
"3496";497;492
"3638";497;497
"3797";497;460
"3930";497;434
"4350";497;459
"4714";497;419
"1760";498;435
"2265";498;585
"4968";498;506
"116";499;418
"892";499;495
"1584";499;455
"1653";499;459
"2004";499;494
"2222";499;449
"4527";499;444
"275";500;526
"592";500;549
"4211";500;431
"4664";500;567
"4964";500;406
"387";501;526
"1939";501;564
"3193";501;565
"4178";501;501
"4684";501;533
"517";502;453
"1426";502;501
"4809";502;554
"158";503;575
"425";503;420
"746";503;493
"1379";503;576
"1391";503;433
"1796";503;474
"1899";503;531
"1";504;538
"815";504;453
"946";504;532
"1305";504;592
"3311";504;504
"3997";504;498
"4679";504;542
"3814";505;411
"297";506;471
"1297";506;593
"2607";506;579
"4432";506;413
"20";507;469
"2681";507;599
"3042";507;449
"3861";507;607
"168";508;588
"295";508;449
"2993";508;522
"3286";508;514
"4069";508;580
"4286";508;457
"690";509;581
"1022";509;421
"1949";509;418
"2290";509;592
"3296";509;471
"3461";509;465
"3654";509;420
"3805";509;596
"4316";509;462
"1771";510;542
"2686";510;559
"1930";511;553
"2662";511;449
"3771";511;439
"4091";511;512
"61";512;422
"1222";512;601
"1873";512;446
"2296";512;510
"3271";512;559
"3976";512;497
"860";513;534
"1326";513;413
"1947";513;611
"609";514;424
"947";514;587
"3404";514;434
"3449";514;552
"3450";514;501
"1508";515;481
"1514";515;583
"1888";515;495
"2820";515;491
"2911";515;518
"3499";515;580
"429";516;430
"888";516;421
"1178";516;423
"1324";516;523
"1469";516;488
"1797";516;433
"2011";516;450
"2322";516;493
"3406";516;417
"3723";516;447
"141";517;459
"1747";517;592
"1776";517;430
"4247";517;429
"4865";517;441
"40";518;581
"598";518;461
"1143";518;604
"1400";518;580
"3633";518;554
"3640";518;600
"4121";518;554
"4158";518;510
"4706";518;433
"328";519;570
"579";519;477
"625";519;453
"974";519;618
"2142";519;535
"2237";519;445
"2386";519;532
"3304";519;562
"4010";519;452
"4224";519;460
"4266";519;579
"21";520;593
"63";520;570
"509";520;501
"1912";520;581
"4738";520;527
"114";521;549
"363";521;498
"1523";521;469
"2069";521;491
"3272";521;507
"1387";522;487
"1453";522;486
"2020";522;427
"4926";522;526
"645";523;615
"1067";523;567
"1741";523;474
"2747";523;530
"2829";523;445
"3452";523;565
"3877";523;513
"4307";523;556
"1015";524;572
"1307";524;448
"4479";524;578
"4552";524;621
"4745";524;624
"235";525;489
"1208";525;538
"4954";525;572
"2635";526;562
"3256";526;596
"4278";526;519
"4810";526;604
"1438";527;509
"1770";527;611
"2526";527;550
"3281";527;492
"4233";527;579
"4693";527;491
"4772";527;590
"4945";527;525
"1011";528;626
"1918";528;438
"2869";528;497
"3161";528;457
"3825";528;428
"550";529;498
"1201";529;466
"1575";529;429
"2349";529;545
"3187";529;490
"3415";529;551
"4227";529;629
"647";530;450
"1052";530;510
"2781";530;613
"3141";530;570
"2206";531;511
"3083";531;519
"3675";531;431
"614";532;629
"1007";532;602
"1367";532;589
"3266";532;472
"4567";532;580
"1028";533;566
"1338";533;614
"1602";533;549
"1865";533;549
"2138";533;483
"2196";533;598
"3182";533;575
"3566";533;438
"394";534;561
"686";534;495
"1105";534;526
"2877";534;462
"2988";534;482
"4402";534;613
"1261";535;462
"1452";535;509
"1846";535;491
"3407";535;588
"4868";535;536
"457";536;515
"1462";536;539
"1496";536;464
"3397";536;609
"4109";536;606
"682";537;493
"817";537;632
"847";537;496
"883";537;514
"1484";537;539
"3224";537;577
"3779";537;585
"4955";537;558
"317";538;503
"1068";538;513
"113";539;619
"2212";539;441
"2346";539;560
"3043";539;448
"3959";539;519
"4774";539;637
"500";540;617
"1778";540;609
"2298";540;505
"2423";540;501
"2493";540;450
"2679";540;571
"3602";540;509
"3670";540;519
"383";541;510
"1065";541;554
"1353";541;607
"1987";541;452
"2439";541;575
"2545";541;532
"4572";541;579
"4753";541;533
"3186";542;466
"3749";542;520
"4405";542;634
"196";543;582
"795";543;610
"990";543;623
"994";543;601
"2511";543;612
"2788";543;510
"3996";543;630
"4833";543;563
"1070";544;458
"1448";544;550
"2827";544;591
"3855";544;478
"4252";544;582
"4828";544;586
"2852";545;630
"3069";545;541
"3367";545;456
"3680";545;628
"220";546;525
"2938";546;533
"3810";546;457
"3847";546;470
"881";547;623
"2708";547;622
"3500";547;560
"4295";547;537
"850";548;565
"2315";548;610
"2923";548;608
"3750";548;614
"4033";548;525
"4764";548;639
"119";549;599
"919";549;546
"1287";549;591
"2654";549;585
"2682";549;539
"3908";549;645
"735";550;511
"2092";550;478
"2204";550;501
"2437";550;519
"2550";550;463
"3248";550;573
"3945";550;579
"545";551;601
"664";551;589
"1110";551;593
"1339";551;555
"2073";551;540
"2300";551;574
"4015";551;492
"4451";551;613
"656";552;454
"2780";552;566
"2955";552;637
"2167";553;584
"3733";553;596
"3799";553;568
"4134";553;485
"527";554;583
"941";554;603
"1966";554;521
"3984";554;459
"4234";554;495
"440";555;488
"999";555;568
"2440";555;461
"3742";555;465
"4711";555;586
"1657";556;459
"2492";556;603
"963";557;478
"1279";557;634
"355";558;555
"2446";558;522
"2695";558;618
"4202";558;624
"4429";558;639
"2226";559;626
"2521";559;523
"3560";559;648
"3719";559;541
"4660";559;583
"1394";560;486
"1800";560;506
"2455";560;476
"2733";560;488
"3018";560;529
"4176";560;643
"2939";561;558
"3144";562;641
"3972";562;628
"4261";562;495
"607";563;538
"1729";563;498
"3395";563;498
"57";564;612
"193";564;480
"665";564;615
"1868";564;653
"4052";564;505
"4060";564;475
"1237";565;535
"2125";565;658
"2964";565;565
"3530";565;559
"3711";565;482
"4610";565;538
"4852";565;528
"505";566;521
"1130";566;568
"1401";566;612
"1668";566;486
"2104";566;596
"2283";566;624
"3811";566;619
"4108";566;625
"984";567;519
"4762";567;612
"807";568;518
"1361";568;605
"1660";568;585
"2506";568;512
"2975";568;526
"3473";568;533
"250";569;598
"865";569;627
"982";569;488
"1080";569;544
"3360";569;595
"3689";569;626
"3843";569;512
"696";570;531
"3002";570;668
"3775";570;639
"4478";570;537
"1783";571;626
"2281";571;621
"3157";571;617
"3176";571;485
"3278";571;628
"4578";571;520
"4599";571;623
"4928";571;658
"19";572;654
"4048";572;532
"1027";573;606
"2186";573;496
"4595";573;647
"4642";573;579
"699";574;595
"1893";574;604
"3053";574;673
"4787";574;605
"1692";575;581
"1707";575;630
"3131";575;573
"3732";575;643
"4757";575;493
"239";576;660
"2136";576;574
"2287";576;511
"2863";576;562
"2943";576;626
"3000";576;542
"3095";576;580
"3213";576;674
"3463";576;572
"4115";576;606
"4581";576;568
"76";577;534
"544";577;534
"753";577;581
"1839";577;655
"2459";577;677
"4334";577;507
"430";578;522
"1769";578;602
"2175";578;553
"3050";578;534
"3217";578;607
"3239";578;519
"3541";578;568
"4197";578;492
"1589";579;621
"2574";579;524
"2783";579;606
"3313";579;636
"30";580;644
"3478";580;549
"304";581;573
"417";581;664
"564";581;681
"790";581;508
"319";582;618
"1312";582;665
"2190";582;593
"2472";582;673
"4007";582;605
"4698";582;661
"958";583;664
"2912";583;596
"3721";583;535
"1243";584;590
"3527";584;602
"4263";584;533
"4339";584;602
"4853";584;603
"241";585;609
"1757";585;624
"1843";585;594
"1864";585;611
"3628";585;577
"3970";585;505
"4514";585;658
"26";586;598
"563";586;494
"633";586;544
"4497";586;586
"48";587;510
"732";587;558
"2258";587;589
"3114";587;615
"4188";587;654
"103";588;544
"323";588;665
"1385";588;521
"3484";588;637
"4631";588;635
"1044";589;599
"2427";589;624
"2486";589;597
"2989";589;584
"3562";589;642
"4228";589;663
"4560";589;599
"51";590;636
"677";590;626
"1383";590;563
"2530";590;643
"2980";590;654
"17";591;631
"54";591;590
"3151";591;683
"4049";591;650
"4511";591;600
"1132";592;559
"2160";592;682
"3671";592;528
"4244";592;531
"4914";592;687
"1564";593;612
"3115";593;494
"4918";593;594
"724";594;514
"871";594;694
"884";594;513
"1265";594;519
"3769";594;676
"3921";594;661
"669";595;547
"721";595;674
"2605";595;689
"2884";595;571
"3900";595;616
"4353";595;527
"4422";595;610
"4591";595;640
"510";596;620
"1533";596;613
"2622";596;677
"2670";596;613
"3447";596;627
"4243";596;677
"4348";596;660
"2374";597;532
"3375";597;642
"3865";597;651
"4066";597;695
"4670";597;533
"194";598;571
"597";598;677
"723";598;591
"2193";598;573
"3299";598;569
"3411";598;619
"3774";598;571
"4311";598;643
"4650";598;593
"4817";598;557
"226";599;521
"454";599;571
"2164";600;526
"632";601;551
"1008";601;683
"2958";601;625
"3672";601;638
"718";602;526
"1282";602;571
"1301";602;629
"1377";602;648
"1605";602;598
"1854";602;648
"1957";602;518
"4366";602;520
"4470";602;622
"1903";603;565
"3097";603;687
"4550";603;605
"2508";604;521
"3423";604;523
"4237";604;588
"1041";605;639
"2646";605;609
"3007";605;558
"4782";605;611
"4888";605;625
"1206";606;681
"2303";606;613
"2477";606;556
"4338";606;645
"635";607;589
"1195";607;674
"2165";607;564
"4661";607;612
"4721";607;515
"176";608;615
"321";608;508
"561";608;687
"1319";608;635
"1699";608;617
"1910";608;681
"2531";608;583
"3436";608;667
"4398";608;534
"233";609;511
"341";609;651
"1355";609;558
"3035";609;705
"2083";610;572
"2587";610;518
"3420";610;607
"3568";610;702
"3655";610;699
"3881";610;697
"4166";610;641
"4545";610;673
"4568";610;612
"3";611;666
"582";611;704
"1402";611;673
"2146";611;574
"2247";611;707
"2985";611;647
"3174";611;649
"169";612;642
"1464";612;644
"2332";612;563
"3298";612;574
"4822";612;670
"1745";613;564
"2471";613;664
"2551";613;575
"768";614;584
"1722";614;536
"1817";614;635
"2696";614;643
"2765";614;705
"4486";614;664
"2053";615;535
"2360";615;688
"2826";615;707
"4331";615;602
"4384";615;692
"1633";616;587
"1856";616;672
"3039";616;709
"4884";616;695
"4952";616;662
"356";617;525
"3079";617;524
"3744";617;569
"4927";617;529
"4956";617;584
"1600";618;708
"3880";618;546
"4050";618;599
"4111";618;628
"4434";618;561
"514";619;660
"1477";619;586
"2795";619;576
"3140";619;714
"3895";619;704
"3985";619;526
"4081";619;675
"4352";619;584
"547";620;677
"1794";620;637
"3727";620;578
"3833";620;580
"4136";620;691
"4792";620;553
"1063";621;689
"1683";621;569
"2460";621;609
"4995";621;602
"376";622;612
"2338";622;527
"2740";622;598
"3273";622;612
"3405";622;693
"3489";622;719
"3903";622;699
"4385";622;569
"4939";622;603
"400";623;678
"567";623;676
"2615";624;638
"3480";624;648
"3495";624;585
"4428";624;618
"1091";625;543
"1454";625;660
"1703";625;601
"1827";625;720
"1848";625;550
"2507";625;543
"3603";625;721
"3661";625;637
"3927";625;652
"3682";626;587
"3935";626;570
"4241";626;584
"2021";627;538
"1416";628;702
"1544";628;656
"2954";628;598
"4107";628;577
"4290";628;579
"4528";628;531
"159";629;597
"694";629;674
"1730";629;547
"3204";629;572
"3221";629;682
"1537";630;560
"1573";630;605
"1728";630;613
"2076";630;653
"2319";630;647
"2995";630;652
"4291";630;539
"362";631;628
"2228";631;628
"2632";631;641
"3555";631;703
"3944";631;606
"435";633;621
"810";633;700
"4625";633;719
"371";634;695
"2963";634;559
"3715";634;678
"4426";634;605
"4487";634;625
"4663";634;686
"637";635;697
"2535";635;616
"2585";635;630
"2647";635;577
"4760";635;661
"4797";635;576
"213";636;692
"959";636;558
"961";636;681
"1870";636;678
"1951";636;693
"2498";636;727
"3760";636;597
"4164";636;607
"634";637;694
"1293";637;642
"1944";637;662
"2106";637;550
"2284";637;648
"4214";637;615
"536";638;622
"1651";638;698
"2910";638;565
"3004";638;727
"3872";638;676
"405";639;736
"714";639;652
"878";640;655
"1217";640;543
"27";641;671
"391";641;738
"2375";641;597
"2438";641;627
"4608";641;633
"4851";641;585
"1185";642;722
"379";643;617
"841";643;712
"2203";643;609
"2478";643;676
"4688";643;738
"1408";644;681
"2295";644;620
"3394";644;546
"3400";644;702
"3587";644;622
"4160";644;599
"4689";644;709
"778";645;695
"1812";645;567
"4636";645;694
"4766";645;734
"74";646;671
"1036";646;740
"2080";646;621
"3100";647;569
"3735";647;576
"3839";647;606
"4284";647;642
"34";648;560
"1503";648;583
"1539";648;692
"3046";648;680
"3120";648;705
"4634";648;634
"4979";648;623
"1599";649;625
"2121";649;731
"3624";649;748
"3822";649;645
"4340";649;578
"4681";649;705
"1684";650;615
"4561";650;637
"681";651;601
"2330";651;651
"228";652;561
"802";652;668
"2220";652;670
"2331";652;665
"2481";652;729
"2665";652;736
"3995";652;744
"4816";652;587
"56";653;722
"1431";653;585
"1594";653;712
"1754";653;726
"2041";653;719
"2853";653;669
"3242";653;628
"3623";653;733
"3714";653;628
"4378";653;714
"71";654;669
"743";654;608
"1236";654;563
"1288";654;672
"2874";654;624
"4441";654;684
"433";655;590
"630";655;680
"2756";655;591
"2308";656;698
"3551";656;611
"3606";656;709
"3708";656;625
"3752";656;568
"663";657;601
"1145";657;725
"2707";657;593
"3858";657;610
"1857";658;574
"2807";658;670
"770";659;700
"1748";659;701
"2725";659;734
"1186";660;585
"2304";660;632
"4124";660;588
"572";661;650
"619";661;678
"1399";661;697
"2540";661;604
"3645";661;742
"4551";661;626
"4122";662;685
"10";663;577
"3826";663;564
"3947";663;733
"4546";663;618
"1417";664;654
"3650";664;653
"4430";664;711
"653";665;718
"1364";665;647
"1700";665;661
"1889";665;607
"2070";665;703
"3380";665;712
"3517";665;599
"4192";665;764
"945";666;666
"1300";666;749
"1879";666;678
"3264";666;609
"3453";666;729
"4071";666;597
"65";667;569
"1104";667;643
"1786";667;713
"4900";667;662
"728";668;646
"411";669;659
"416";669;573
"1567";669;657
"2949";669;661
"3829";669;607
"2114";670;585
"3008";670;596
"4675";670;577
"94";671;664
"1836";671;595
"2099";671;771
"3684";671;683
"4841";671;605
"4984";671;711
"55";672;703
"863";672;721
"1000";672;592
"1430";672;684
"2845";672;716
"3803";672;737
"4187";672;578
"1677";673;595
"1943";673;723
"2291";673;629
"3627";673;582
"203";674;593
"618";674;611
"3792";674;765
"456";675;649
"980";675;675
"1346";675;584
"2131";675;759
"3390";675;650
"4";676;708
"526";676;700
"1131";676;771
"3033";676;683
"3350";676;637
"3498";676;668
"4917";676;697
"569";677;597
"1115";678;622
"1751";678;743
"1911";678;674
"2565";678;679
"3320";678;664
"4998";678;664
"50";679;771
"242";679;755
"1999";679;620
"3153";679;769
"733";680;776
"1502";680;703
"1591";680;699
"2061";680;746
"4814";680;704
"42";681;582
"587";681;588
"1427";681;619
"3770";681;632
"1384";682;589
"1517";682;782
"2451";682;650
"3355";682;751
"326";683;733
"487";683;771
"998";683;697
"1809";683;586
"2252";683;706
"2903";683;656
"3663";683;589
"4232";683;682
"1706";684;587
"2893";684;749
"4320";684;747
"4463";684;652
"4554";684;767
"4710";684;591
"4916";684;757
"658";685;651
"1137";685;656
"2685";685;698
"3747";685;717
"3939";685;670
"348";686;587
"232";687;684
"1971";687;612
"1541";688;616
"1549";688;620
"1611";688;608
"2856";688;669
"2946";688;746
"3777";688;764
"3859";688;769
"3888";688;641
"100";689;781
"1051";689;708
"3073";689;593
"3246";689;642
"4065";689;762
"4864";689;631
"204";690;778
"2321";690;672
"2770";690;731
"4336";690;741
"336";692;727
"33";693;621
"629";693;687
"798";693;711
"2050";693;737
"2864";693;604
"4131";693;777
"4666";693;718
"1219";694;599
"1946";694;689
"2043";694;703
"2294";694;724
"2902";694;632
"4488";694;669
"4801";694;738
"2366";695;643
"3932";695;684
"991";696;683
"1595";696;790
"2122";696;614
"3712";696;768
"1811";697;626
"2277";697;714
"3950";697;686
"4012";697;668
"4602";697;723
"4957";697;618
"249";698;789
"1203";698;706
"1515";698;649
"4404";698;789
"1521";699;693
"2031";699;704
"3830";699;706
"354";700;654
"836";700;651
"1678";700;721
"2559";700;778
"3956";700;721
"4526";700;785
"4987";700;760
"1167";701;704
"1938";701;613
"2729";701;786
"2904";701;772
"365";702;673
"1101";702;626
"1590";702;616
"2495";702;714
"2609";702;613
"4449";702;788
"175";703;636
"1675";703;776
"246";704;664
"816";704;618
"2249";704;755
"3493";704;620
"3622";704;667
"4458";704;760
"67";705;804
"1216";705;792
"2659";705;743
"4448";705;753
"296";706;609
"1004";706;746
"1209";706;747
"1984";706;643
"2369";706;704
"2601";706;647
"4860";706;803
"616";707;629
"726";707;682
"4477";707;729
"4967";707;634
"488";708;628
"1752";708;679
"3063";708;631
"3230";708;659
"3477";708;669
"3482";708;716
"4802";708;723
"1393";709;666
"2256";709;700
"2402";709;668
"3260";709;649
"3378";709;630
"4217";709;642
"4324";709;729
"4829";709;761
"182";710;671
"197";710;756
"2828";710;793
"3569";710;621
"4323";710;785
"267";711;673
"481";711;748
"1021";711;658
"2784";711;706
"3205";711;741
"972";712;747
"4082";712;658
"1249";713;733
"2680";713;787
"2848";713;649
"2934";713;729
"2972";713;777
"3331";713;690
"4728";713;673
"1859";714;624
"2038";714;749
"2074";714;785
"2387";714;782
"3960";714;802
"4744";714;632
"4940";714;673
"4346";715;784
"4383";715;706
"923";716;753
"1148";716;736
