"";"w";"p"
"4591";353;366
"987";354;684
"1220";354;860
"3255";354;400
"3258";354;520
"3571";354;834
"4254";354;292
"908";355;450
"1336";355;758
"4880";355;213
"679";356;620
"2020";356;297
"2165";356;41
"2175";356;570
"2223";356;412
"3406";356;526
"3467";356;54
"4005";356;970
"4438";356;740
"148";357;865
"533";357;702
"1361";357;400
"2672";357;380
"3408";357;315
"4957";357;149
"3054";359;489
"954";360;437
"3131";360;952
"3348";360;60
"3361";360;426
"3617";360;781
"4255";360;274
"464";361;341
"1388";361;118
"2559";361;195
"1745";362;915
"2148";362;978
"3002";362;186
"3674";362;287
"3878";362;31
"4428";362;221
"4551";362;541
"4583";362;47
"4886";362;716
"4913";362;519
"35";363;752
"449";363;369
"1202";363;140
"1674";363;680
"1842";363;415
"1967";363;561
"2151";363;730
"3144";363;738
"3974";363;276
"4925";363;322
"923";364;522
"1609";364;177
"3113";364;646
"4585";364;491
"308";365;330
"794";365;51
"1007";365;627
"1812";365;240
"2558";365;105
"2685";365;289
"3385";365;296
"3761";365;395
"2500";366;349
"2899";366;873
"4141";366;336
"4499";366;185
"1256";367;785
"2319";367;933
"3229";367;436
"2130";368;402
"2972";368;569
"3513";368;204
"4312";368;493
"4764";368;89
"4849";368;301
"4864";368;806
"709";369;223
"747";369;589
"2501";369;82
"2834";369;327
"2996";369;632
"3049";369;795
"3542";369;134
"4022";369;237
"4160";369;915
"4626";369;136
"4838";369;718
"4888";369;549
"24";370;597
"917";370;655
"1662";370;160
"1733";370;712
"2093";370;609
"2181";370;180
"2189";370;594
"2337";370;903
"2726";370;995
"95";371;800
"376";371;879
"1165";371;513
"2990";371;254
"3004";371;12
"3981";371;758
"226";372;3
"598";372;906
"2883";372;156
"4113";372;629
"197";373;496
"348";373;395
"1679";373;607
"3189";373;67
"557";374;242
"991";374;901
"994";374;845
"1100";374;778
"1245";374;10
"1792";374;320
"1121";375;444
"1560";375;704
"3958";375;245
"407";376;55
"429";376;149
"582";376;498
"1337";376;373
"1807";376;227
"2666";376;59
"4303";376;298
"328";377;890
"1147";377;956
"2469";377;36
"2542";377;814
"2775";377;529
"4033";377;421
"281";378;232
"1626";378;490
"4274";378;442
"4306";378;930
"171";379;163
"1186";379;377
"4601";379;838
"4649";379;123
"336";380;708
"443";380;51
"4132";380;724
"289";381;384
"922";381;730
"2331";381;747
"2572";381;500
"2760";381;105
"3425";381;123
"3567";381;931
"595";382;652
"992";382;165
"1109";382;756
"4187";382;357
"4540";382;546
"896";383;126
"1704";383;976
"2074";383;612
"2326";383;70
"4963";383;94
"646";384;483
"974";384;567
"2905";384;9
"2028";385;679
"2230";385;993
"3320";385;398
"965";386;857
"2528";386;26
"2568";386;63
"2653";386;358
"4267";386;133
"614";387;477
"872";387;115
"1371";387;545
"2079";387;179
"2419";387;19
"4083";387;322
"280";388;936
"426";388;726
"669";388;697
"933";388;410
"985";388;26
"1492";388;264
"1646";388;167
"2526";388;198
"4910";388;706
"838";389;806
"4770";389;43
"231";390;671
"928";391;569
"1322";391;208
"2392";391;887
"2655";391;994
"2937";391;600
"3071";391;836
"4386";391;539
"4735";391;379
"2142";392;970
"3538";392;2
"4691";392;397
"187";393;297
"1468";393;603
"2008";393;387
"2377";393;258
"2912";393;244
"3614";393;758
"2120";394;927
"2703";394;703
"3188";394;870
"3736";394;71
"1218";395;330
"1864";395;858
"2734";395;65
"4490";395;268
"4701";395;20
"947";396;727
"1238";396;708
"2381";396;283
"1456";397;708
"1600";397;876
"3429";397;670
"3918";397;852
"4704";397;33
"721";398;799
"901";398;39
"2091";398;335
"3526";398;846
"3765";398;21
"3875";398;112
"4840";398;349
"55";399;949
"183";399;107
"683";399;225
"1884";399;424
"2092";399;506
"2803";399;78
"2934";399;727
"3720";399;842
"4106";399;218
"4202";399;117
"4904";399;400
"2618";400;960
"3017";400;188
"4131";400;623
"4509";400;763
"1901";401;620
"4239";401;458
"4966";401;549
"3509";403;607
"29";404;359
"3199";404;554
"4987";404;498
"3763";405;357
"3833";405;307
"568";406;339
"1682";406;383
"2638";406;958
"3252";406;447
"3814";406;516
"1273";407;975
"2986";407;167
"3518";407;385
"4757";407;609
"501";408;627
"694";408;221
"2468";408;43
"2490";408;180
"2895";408;939
"3404";408;149
"3960";408;221
"4401";408;554
"4786";408;487
"528";409;45
"855";409;935
"2921";409;346
"3263";409;65
"3533";409;431
"4285";409;337
"4596";409;100
"369";410;712
"1196";410;123
"1255";410;50
"1767";410;444
"1915";410;884
"2684";410;166
"3195";410;864
"3657";410;743
"4411";410;583
"4753";410;151
"84";411;692
"1035";411;43
"2109";411;543
"4694";411;482
"869";412;499
"1349";412;894
"1795";412;538
"2159";412;332
"2463";412;149
"2815";412;899
"3201";412;53
"3808";412;490
"4092";412;202
"381";413;402
"1130";413;193
"2902";413;648
"4012";413;654
"4107";413;842
"4638";413;137
"953";414;844
"1152";414;541
"1574";414;269
"2788";414;461
"3089";414;342
"3115";414;987
"1062";415;615
"3444";415;15
"4388";415;190
"229";416;282
"1239";416;913
"2126";416;126
"2276";416;978
"4216";416;136
"3796";417;190
"3966";417;120
"4961";417;513
"751";418;697
"925";418;766
"1589";418;776
"2118";418;16
"2458";418;961
"2493";418;792
"2776";418;256
"3431";418;168
"4826";418;315
"772";419;904
"1018";419;538
"2886";419;953
"3721";419;546
"122";420;765
"215";420;940
"1548";420;41
"2048";420;420
"2582";420;353
"4418";420;885
"2078";421;284
"2188";421;471
"3208";421;31
"3235";421;640
"3628";421;756
"3911";421;890
"124";422;434
"311";422;913
"1715";422;838
"2742";422;596
"3203";422;531
"3234";422;480
"4777";422;531
"2114";423;355
"2198";423;730
"2564";423;29
"2659";423;492
"3167";423;801
"4682";423;756
"2260";424;825
"1711";425;500
"3338";425;651
"4413";425;51
"4989";425;198
"76";426;474
"391";426;327
"833";426;773
"3801";426;364
"4218";426;482
"4607";426;311
"118";427;522
"1509";427;482
"2086";427;715
"951";428;529
"1141";428;698
"1056";429;803
"4624";429;94
"1759";430;610
"3781";430;996
"4845";430;80
"905";431;734
"909";431;502
"2323";431;907
"2180";432;387
"394";433;35
"554";433;936
"970";433;689
"2285";433;667
"2605";433;668
"3506";433;174
"3740";433;645
"4667";433;457
"1639";434;554
"2241";434;6
"2774";434;206
"4544";434;391
"1204";435;817
"3062";435;322
"3311";435;129
"3564";435;350
"3731";435;76
"4511";435;440
"3067";436;421
"4246";436;569
"1386";437;64
"3972";437;953
"4038";437;101
"932";438;569
"1867";438;312
"2187";438;634
"3866";438;956
"1591";439;3
"2022";439;708
"2116";439;198
"3935";439;939
"4761";439;149
"1871";440;196
"720";441;297
"726";441;753
"1413";441;960
"1420";441;611
"1481";441;575
"3128";441;36
"3360";441;161
"4713";441;582
"327";442;692
"335";442;536
"397";442;881
"692";442;625
"1856";442;850
"3277";442;949
"1173";443;750
"3055";443;666
"4210";443;183
"2836";444;150
"2852";444;550
"3505";444;80
"313";445;266
"1396";445;111
"2515";445;873
"3039";445;303
"3353";445;666
"3950";445;466
"321";446;190
"333";446;745
"478";446;682
"647";446;119
"2467";446;623
"2799";446;871
"3008";446;400
"4181";446;649
"403";447;530
"472";447;444
"664";447;736
"1120";447;49
"1125";447;627
"1347";447;764
"4658";447;209
"4692";447;361
"7";448;969
"3489";448;127
"1403";449;544
"1520";449;999
"2294";449;620
"2616";449;136
"3256";449;975
"4398";449;383
"4929";449;391
"4992";449;660
"1670";450;640
"2891";450;523
"2917";450;7
"4138";450;456
"542";451;232
"2015";451;423
"3370";451;452
"4150";451;267
"4634";451;903
"4810";451;714
"990";452;591
"2382";452;28
"3525";452;638
"4248";452;948
"4449";452;548
"4750";452;23
"3";453;372
"52";453;500
"2719";453;174
"4281";453;502
"2695";454;585
"3231";454;731
"4196";454;594
"1421";455;231
"1469";455;133
"2233";455;195
"4534";455;635
"4646";455;930
"4656";455;902
"996";456;399
"1234";456;57
"1389";456;15
"2494";456;237
"3273";456;915
"3668";456;164
"4912";456;203
"214";457;21
"1096";457;479
"1673";457;727
"1753";457;301
"2315";457;537
"3800";457;50
"2491";458;887
"2673";458;348
"3013";458;143
"4943";458;438
"919";459;50
"1458";459;820
"1495";459;599
"1618";459;525
"2845";459;308
"2989";459;714
"3886";459;980
"355";460;100
"1760";460;233
"2042";460;747
"2283";460;512
"2947";460;303
"3100";460;277
"3307";460;421
"4264";460;633
"4548";460;916
"1952";461;406
"2411";461;727
"2593";461;824
"2725";461;37
"4871";461;208
"897";462;404
"4032";462;753
"4277";462;20
"4425";462;383
"462";463;785
"1650";463;793
"4167";463;72
"4195";463;586
"4271";463;513
"199";464;382
"796";464;797
"1259";464;92
"2643";464;123
"3084";464;971
"3647";464;186
"290";465;113
"762";465;593
"1613";465;916
"3962";465;659
"1516";466;348
"1550";466;448
"3334";466;680
"3999";466;78
"4127";466;188
"325";467;987
"3243";467;655
"534";468;562
"2842";468;441
"4560";468;388
"1282";469;859
"1607";469;620
"2484";469;227
"3178";469;419
"1482";470;551
"1881";470;413
"2176";470;749
"2438";470;36
"2544";470;65
"3351";470;190
"3698";470;298
"4019";470;115
"1131";471;548
"1217";471;207
"2336";471;602
"3978";471;851
"4651";471;919
"4956";471;982
"190";472;884
"2103";472;711
"2424";472;219
"3197";472;933
"4340";472;263
"4573";472;839
"1522";473;879
"1599";473;683
"2455";473;722
"2679";473;216
"3151";473;149
"976";474;21
"3176";474;307
"4139";474;477
"1223";475;923
"1295";475;932
"1908";475;300
"2088";476;685
"2581";476;300
"2592";476;575
"2728";476;368
"3423";476;406
"4165";476;743
"2330";477;614
"2750";477;416
"3073";477;507
"4184";477;805
"4891";477;54
"1117";478;19
"2135";478;325
"3109";478;747
"1385";479;396
"1772";479;463
"1843";479;561
"3527";479;873
"4625";479;518
"309";480;688
"969";480;458
"1736";480;622
"2156";480;4
"3140";480;322
"3717";480;125
"3836";480;662
"4342";480;257
"1241";481;147
"2956";481;844
"3190";481;287
"3212";481;503
"4013";481;26
"4758";481;432
"101";482;895
"373";482;711
"1060";482;54
"1263";482;450
"6";483;534
"3472";483;196
"4866";483;450
"756";484;486
"1448";484;463
"1868";485;579
"2854";485;815
"1377";486;848
"2878";486;857
"3003";486;923
"3268";486;655
"3884";487;117
"4717";487;581
"344";488;837
"1116";488;774
"1625";488;868
"2608";488;10
"3161";488;574
"4073";488;445
"4349";488;77
"31";489;881
"390";489;712
"1710";489;275
"1814";489;16
"2105";489;854
"227";490;902
"1708";490;476
"2537";490;43
"2831";490;890
"589";491;639
"1394";491;515
"2487";491;995
"3162";491;2
"4158";491;573
"4493";491;630
"819";492;962
"1073";492;629
"4048";492;613
"822";493;72
"1922";493;55
"2261";493;356
"2417";493;449
"3503";493;262
"4079";493;225
"4492";493;617
"1642";494;202
"3603";494;230
"3832";494;210
"181";495;522
"725";495;951
"1066";495;119
"1393";495;492
"2822";495;366
"2908";495;155
"109";496;223
"332";496;855
"371";496;144
"3771";496;447
"3923";496;392
"4399";496;891
"570";497;435
"2163";497;504
"2717";497;436
"2920";497;448
"3368";497;116
"3487";497;39
"3915";497;901
"1713";498;958
"2058";498;285
"2538";498;681
"1";499;27
"556";499;289
"3104";499;648
"1499";500;401
"1860";500;664
"3363";500;695
"4579";500;197
"1085";501;296
"3715";501;101
"3726";501;18
"4612";501;795
"824";502;579
"2343";502;753
"2739";502;593
"3393";502;304
"3457";502;991
"4647";502;506
"4896";502;779
"1732";503;155
"2226";503;492
"4217";503;285
"671";504;792
"696";504;826
"1071";504;694
"2436";504;110
"4468";504;485
"4801";504;171
"4916";504;600
"191";505;305
"200";505;201
"689";505;678
"729";505;61
"4659";505;679
"622";506;533
"1395";506;465
"2005";506;85
"2217";506;879
"3154";506;876
"4050";506;950
"4822";506;193
"1020";507;389
"1409";507;786
"1764";507;595
"2141";507;765
"5";508;937
"111";508;470
"888";508;702
"1195";508;15
"3390";508;236
"4110";508;930
"4259";508;327
"88";509;262
"1342";509;531
"1742";509;120
"2835";509;211
"4537";509;556
"608";510;364
"1829";510;847
"1968";510;779
"2426";510;118
"3777";510;146
"4789";510;97
"4860";510;379
"566";511;435
"3389";511;27
"3421";511;303
"699";512;34
"862";512;457
"1003";512;251
"2959";512;731
"3103";512;65
"3288";512;736
"3651";512;79
"4201";512;754
"4421";512;533
"434";513;636
"639";513;523
"2266";513;730
"4906";513;808
"764";514;296
"1246";514;924
"4809";514;242
"251";515;70
"1763";515;669
"3799";515;153
"473";516;134
"1657";516;730
"2598";516;238
"4206";516;268
"136";517;305
"770";517;847
"834";517;298
"1014";517;121
"1854";517;950
"2827";517;58
"3441";517;107
"4089";517;871
"1663";518;211
"1862";518;200
"3191";518;595
"4689";518;390
"455";519;352
"931";519;653
"1400";519;52
"2044";519;405
"3914";519;138
"507";520;747
"1559";520;11
"3813";520;375
"4359";520;852
"4528";520;865
"4804";520;662
"631";521;115
"1595";521;630
"2416";521;540
"2710";521;792
"3673";521;582
"4186";521;722
"4536";521;326
"4867";521;369
"1804";522;248
"2896";522;646
"3780";522;542
"4077";522;765
"4365";523;555
"1444";524;77
"1857";524;537
"2224";524;474
"2435";524;924
"3545";524;298
"4355";524;118
"502";525;700
"611";525;1
"1372";525;243
"1920";525;407
"3449";525;73
"3741";525;116
"4272";525;876
"4977";525;692
"1054";526;244
"1339";526;532
"3510";526;558
"3605";526;460
"1069";527;156
"1614";527;770
"1634";527;907
"418";528;842
"1511";528;893
"1912";528;904
"2635";528;645
"3826";528;351
"4002";528;54
"4980";528;154
"1164";529;759
"1257";529;63
"1592";529;915
"1615";529;696
"2073";529;826
"4382";529;964
"4737";529;396
"850";530;655
"930";530;801
"1324";530;781
"1684";530;691
"1836";530;555
"2674";530;933
"3383";530;872
"3858";530;755
"4060";530;783
"4408";530;752
"4611";530;252
"503";531;587
"655";531;85
"2257";531;23
"4946";531;876
"359";532;406
"465";532;604
"2304";532;319
"2362";532;704
"3805";532;379
"998";533;516
"1391";533;705
"1687";533;17
"1937";533;712
"2563";533;625
"2614";533;940
"230";534;154
"3355";534;834
"4448";534;111
"240";535;724
"2533";535;585
"3458";535;918
"4586";535;213
"267";536;22
"510";536;221
"1065";536;378
"2043";536;32
"2384";536;962
"2587";536;209
"2628";536;785
"3076";536;874
"3697";536;38
"605";537;382
"4137";537;965
"4862";537;360
"362";538;16
"1423";538;370
"1872";538;232
"1989";538;846
"2440";538;9
"2805";538;888
"2975";538;109
"3793";538;608
"4289";538;178
"4954";538;213
"1272";539;636
"1417";539;153
"1777";539;436
"2231";539;848
"2569";539;156
"392";540;380
"2076";540;778
"2380";540;154
"2855";540;556
"4523";540;968
"1624";541;836
"3903";541;717
"3952";541;75
"4287";541;115
"4407";541;163
"4736";541;127
"3703";542;108
"759";543;225
"1287";543;249
"1796";543;193
"2629";543;6
"3091";543;50
"3831";543;479
"4530";543;370
"4788";543;335
"94";544;89
"360";544;694
"431";544;435
"508";544;354
"1329";544;566
"3508";544;384
"3742";544;870
"59";545;826
"644";545;990
"817";545;724
"2763";545;908
"4052";545;884
"4227";545;558
"4250";545;154
"535";546;379
"773";546;928
"1309";546;57
"2202";546;936
"3882";546;761
"4199";546;566
"4563";546;123
"621";547;735
"1841";547;431
"3402";547;922
"3521";547;502
"20";548;600
"139";548;606
"1110";548;432
"3635";548;781
"665";549;955
"867";549;834
"1058";549;630
"1183";549;649
"3005";549;534
"3473";549;39
"4049";549;857
"4090";549;39
"2437";550;760
"2837";550;34
"3129";550;495
"4370";550;686
"830";551;861
"4101";551;486
"4214";551;100
"521";552;612
"2203";552;801
"2502";552;712
"2740";552;572
"3070";552;106
"3290";552;160
"4496";552;987
"1426";553;644
"1751";553;451
"1830";553;562
"3379";553;577
"4245";553;515
"4456";553;573
"1460";554;207
"1818";554;691
"2893";554;935
"4725";554;978
"4741";554;519
"698";555;413
"1459";555;1
"1982";555;198
"2693";555;813
"3069";555;962
"3245";555;124
"364";556;168
"2363";556;315
"2390";556;625
"3417";556;287
"4305";556;598
"677";557;100
"1103";557;385
"3593";557;148
"4063";557;265
"73";558;537
"3470";558;867
"4505";558;60
"2446";559;623
"2935";559;982
"3450";559;14
"3700";559;921
"4321";559;888
"4372";559;161
"97";560;53
"1437";560;703
"2282";560;975
"2357";560;283
"4400";560;537
"609";561;893
"967";561;32
"1909";561;444
"2722";561;575
"3061";561;342
"4170";561;642
"4212";561;955
"4364";561;417
"4780";561;291
"1722";562;277
"3037";562;32
"1108";563;676
"1473";563;503
"1534";563;773
"4119";563;364
"4712";563;11
"648";564;176
"2039";564;540
"2288";564;258
"3130";564;319
"3585";564;105
"446";565;544
"2546";565;531
"2622";565;509
"2818";565;92
"3532";565;349
"4366";565;623
"1281";566;491
"2021";566;361
"2405";566;448
"3471";566;429
"3724";566;131
"1649";567;234
"2000";567;850
"3931";567;427
"4153";567;842
"4240";567;751
"448";568;798
"961";568;942
"2410";568;438
"4066";568;747
"40";569;770
"262";569;573
"738";569;665
"1126";569;14
"1798";569;987
"2387";569;790
"517";570;482
"818";570;155
"2094";570;322
"3948";570;525
"4336";570;959
"4556";570;561
"4917";570;333
"1564";571;728
"1748";571;164
"2824";571;76
"3315";571;328
"3599";571;748
"3676";571;885
"3687";571;799
"4293";571;148
"680";572;814
"857";572;747
"2306";572;463
"2669";572;533
"2907";572;897
"3625";572;934
"4645";572;221
"2553";573;512
"3155";573;742
"3156";573;738
"735";574;481
"1175";574;888
"3384";574;52
"30";575;614
"234";575;736
"1052";575;541
"1079";575;479
"1348";575;823
"1988";575;595
"1994";575;969
"2432";575;738
"4065";575;118
"4679";575;354
"1539";576;479
"2450";576;342
"2955";576;906
"3246";576;77
"4155";576;349
"358";577;420
"516";577;708
"1611";577;445
"2632";577;19
"3380";577;412
"3894";577;89
"4111";577;694
"4252";577;590
"4451";577;586
"4924";577;606
"734";578;530
"1729";578;819
"3219";578;951
"3257";578;505
"4361";578;334
"1431";579;952
"2009";579;653
"2928";579;592
"3134";579;912
"3891";579;864
"50";580;28
"102";580;19
"288";580;718
"1264";580;478
"1738";580;365
"2310";580;139
"708";581;847
"810";581;612
"840";581;450
"3149";581;947
"3705";581;534
"4833";581;301
"4911";581;571
"1363";582;313
"1669";582;487
"1651";583;888
"2846";583;834
"3198";583;839
"980";584;488
"1318";584;98
"1419";584;785
"3283";584;707
"1243";585;357
"2366";585;549
"2400";585;507
"4915";585;929
"617";586;807
"1292";586;435
"2832";586;32
"3660";586;672
"279";587;623
"565";587;982
"1335";587;822
"2979";587;443
"2944";588;923
"3001";588;74
"3611";588;956
"415";589;256
"1793";589;676
"1800";589;960
"1923";589;953
"3239";589;877
"4462";589;87
"4489";589;427
"4532";589;276
"4565";589;269
"638";590;587
"749";590;532
"1280";590;739
"1849";590;581
"2137";590;725
"2214";590;485
"2748";590;199
"3333";590;845
"444";591;730
"1648";591;508
"1725";591;955
"2933";591;847
"2938";591;407
"3426";591;457
"4641";591;16
"1216";592;760
"1450";592;571
"1996";592;347
"2333";592;400
"1683";593;775
"2810";593;205
"3753";593;480
"4504";593;128
"1899";594;370
"3758";594;206
"1826";595;531
"2650";595;144
"2828";595;349
"4337";595;843
"380";596;6
"673";596;33
"4319";596;540
"256";597;739
"2634";598;427
"2971";598;460
"3262";598;305
"3637";598;45
"529";599;962
"1149";599;700
"3340";599;110
"3476";599;822
"3482";599;80
"4136";599;521
"206";600;244
"1502";600;318
"2721";600;246
"3764";600;857
"940";601;86
"4149";601;457
"4419";601;817
"761";602;60
"1289";602;322
"1869";602;466
"2949";602;351
"3056";602;379
"3305";602;849
"3359";602;946
"3860";602;838
"4183";602;612
"4297";602;896
"138";603;744
"1129";603;137
"1470";603;661
"1971";603;724
"514";604;8
"1064";604;98
"2301";604;827
"3317";604;735
"3733";604;879
"650";605;92
"2112";605;238
"3106";605;26
"3259";605;921
"4644";605;293
"319";606;156
"2002";606;827
"2067";606;996
"4999";606;134
"361";607;670
"885";607;231
"924";607;692
"1076";607;420
"1950";607;941
"2508";607;671
"2711";607;373
"3117";607;101
"3365";607;781
"3586";607;299
"4508";607;532
"732";608;92
"2543";608;850
"2575";608;313
"249";609;63
"979";609;995
"2006";609;588
"3475";609;512
"3541";609;906
"4443";609;758
"4665";609;378
"416";610;744
"452";610;220
"3841";610;614
"4959";610;378
"1404";611;566
"1422";611;520
"2170";611;439
"3271";611;808
"4680";611;3
"916";612;437
"1505";612;119
"2623";612;963
"2677";612;633
"91";613;553
"408";613;169
"1101";613;650
"1106";613;824
"3430";613;875
"3806";613;385
"3941";613;542
"4120";613;178
"4072";614;282
"1099";615;849
"1938";616;104
"1959";616;830
"2144";616;25
"4257";616;161
"174";617;892
"716";617;995
"2097";617;524
"2311";617;622
"1691";618;50
"3418";618;461
"3852";618;430
"121";619;175
"1170";619;923
"2709";619;952
"3938";619;2
"552";620;563
"790";620;489
"898";620;441
"1012";620;189
"1442";620;35
"1784";620;728
"1944";620;32
"3012";620;871
"844";621;223
"1461";621;777
"2471";621;191
"3711";621;221
"4582";621;637
"2348";622;952
"4233";622;529
"914";623;918
"3785";623;749
"4178";623;718
"4555";623;795
"4798";623;309
"1384";625;704
"1552";625;847
"1762";625;967
"3464";625;552
"4362";625;99
"1471";626;970
"1874";626;264
"2215";626;966
"2225";626;123
"2968";626;80
"2978";626;780
"623";627;926
"653";627;849
"2113";627;459
"3023";627;612
"3180";627;310
"3371";627;877
"4513";627;939
"4821";627;216
"1240";628;663
"4926";628;506
"54";629;205
"421";629;143
"1515";629;882
"2129";629;653
"2262";629;710
"2539";629;38
"1980";630;45
"2714";630;616
"3337";630;2
"4533";630;32
"4655";630;282
"1334";631;567
"1446";631;212
"1815";631;497
"1831";631;900
"2204";631;456
"4140";631;802
"4175";631;901
"4783";631;143
"4850";631;202
"4895";631;620
"86";632;539
"217";632;164
"2059";632;452
"2371";632;83
"3535";632;206
"266";633;768
"848";633;522
"3546";633;999
"378";634;353
"811";634;605
"2364";634;234
"475";635;697
"4000";635;778
"4163";635;31
"70";636;982
"1486";636;687
"1702";636;384
"1709";636;23
"1990";636;704
"4844";636;432
"851";637;696
"989";637;705
"1688";637;571
"2149";637;827
"3744";637;112
"4015";637;852
"4785";637;215
"276";638;987
"894";638;293
"1628";638;224
"2052";638;42
"2322";638;492
"3044";638;52
"3531";638;366
"4374";638;901
"4951";638;331
"14";639;789
"270";639;868
"541";639;461
"3078";639;58
"3469";639;444
"643";640;456
"1332";640;579
"1936";640;388
"2152";640;473
"179";641;284
"2205";641;890
"2498";641;61
"2599";641;217
"997";642;370
"2197";642;182
"4479";642;433
"211";643;272
"597";643;568
"2657";643;764
"4378";643;42
"103";644;161
"1610";644;968
"2124";644;39
"4636";644;9
"4969";644;502
"1353";645;26
"1429";645;215
"4600";645;918
"741";646;514
"3411";646;542
"4213";646;781
"4846";646;855
"339";647;854
"640";647;839
"2013";647;108
"3087";647;373
"4128";647;904
"337";648;773
"806";648;722
"1387";648;103
"1891";648;805
"2492";648;774
"3653";648;701
"4284";648;715
"4541";648;889
"100";649;975
"2755";649;175
"2786";649;838
"3688";649;300
"4148";649;651
"4811";649;884
"2139";650;972
"2514";650;365
"2532";650;373
"4279";650;471
"737";651;378
"921";651;743
"1879";651;269
"2683";651;661
"4249";651;969
"1027";652;681
"1536";652;364
"2080";652;364
"2859";652;375
"2976";652;881
"3020";652;28
"4377";652;133
"1848";653;336
"1859";653;314
"2793";653;247
"4317";653;861
"610";654;796
"1398";654;353
"2520";654;456
"2555";654;452
"3552";654;84
"4491";654;597
"845";655;823
"2222";655;947
"2376";655;215
"4324";655;180
"4627";655;102
"4859";655;181
"4967";655;109
"422";656;613
"4474";656;92
"66";658;803
"2699";658;927
"3227";658;1000
"3601";658;648
"4156";658;291
"4258";658;941
"235";659;422
"659";659;210
"1181";659;481
"1956";659;817
"3148";659;819
"4662";659;678
"77";660;439
"1142";660;691
"2641";660;105
"2761";660;25
"4800";660;995
"2221";661;418
"2565";661;295
"4231";661;499
"4889";661;335
"1629";662;249
"1786";662;315
"3436";662;657
"4007";662;771
"273";663;264
"1288";663;754
"1785";663;351
"2443";663;402
"2877";663;555
"4454";663;482
"4829";663;610
"793";664;449
"2651";664;379
"3507";664;897
"3892";664;190
"4176";664;627
"943";665;706
"1198";665;562
"1201";665;490
"1659";665;585
"1948";665;740
"3662";665;908
"3749";665;376
"4380";665;645
"4503";665;933
"4907";665;171
"2482";666;800
"4832";666;255
"128";667;378
"865";667;427
"2268";667;627
"4549";667;526
"4618";667;80
"4723";667;506
"56";668;544
"1435";668;800
"2804";668;880
"4146";668;380
"536";669;363
"1652";669;971
"3194";669;502
"3298";669;994
"4237";669;624
"4433";669;380
"195";670;214
"808";670;376
"1667";670;329
"1932";670;923
"3362";670;946
"3822";670;537
"4863";670;426
"4873";670;201
"791";671;898
"2251";671;113
"2639";671;570
"2821";671;527
"3437";671;219
"3569";671;817
"3678";671;200
"3812";671;314
"4824";671;308
"2";672;266
"2209";672;49
"2916";672;881
"3767";672;624
"4105";672;120
"4521";672;304
"4603";672;937
"4841";672;590
"236";673;922
"430";673;872
"606";673;881
"1838";673;395
"1913";673;265
"2252";673;717
"2280";673;116
"3272";673;708
"4108";673;699
"318";674;919
"1544";674;656
"1917";674;831
"2351";674;867
"3043";674;822
"3996";674;769
"4947";675;674
"1427";676;769
"2082";676;108
"4056";676;855
"579";677;705
"4539";677;382
"892";678;353
"1316";678;736
"2368";678;398
"3580";678;384
"783";679;240
"880";679;105
"1151";679;627
"2055";679;135
"4755";679;960
"3835";680;195
"4074";680;144
"4568";680;652
"649";681;556
"1346";681;185
"1999";681;989
"2355";681;132
"3428";681;829
"4962";681;536
"2948";682;596
"3038";682;162
"3692";682;430
"3756";682;420
"984";683;899
"1555";683;561
"3111";683;623
"3452";683;308
"2339";684;115
"2716";684;595
"3143";684;720
"3397";684;99
"4347";684;459
"868";685;671
"1603";685;609
"2017";685;286
"3329";685;482
"4501";685;214
"686";686;78
"704";686;514
"1934";686;886
"331";687;408
"1225";687;648
"1284";687;951
"1519";687;850
"3481";687;568
"4440";687;861
"675";688;372
"1797";688;12
"3007";688;242
"4034";688;927
"4671";688;976
"1084";689;958
"1290";689;983
"1987";689;637
"2409";689;892
"2840";689;662
"115";690;540
"250";690;246
"1735";690;975
"1911";690;265
"1601";691;218
"1697";691;209
"3937";691;372
"1739";692;965
"2839";692;989
"4381";692;760
"4856";692;624
"782";693;874
"3395";693;670
"4897";693;129
"4997";693;373
"1660";694;436
"3600";694;946
"4058";694;21
"396";695;701
"441";695;705
"767";695;302
"1558";695;187
"1930";695;554
"3791";695;163
"4356";695;569
"4557";695;64
"370";696;128
"2826";696;274
"3965";696;146
"4652";696;662
"4739";696;837
"169";697;421
"2850";697;522
"3493";697;549
"3690";697;205
"3992";697;87
"99";698;774
"3165";698;633
"3588";698;676
"3419";699;717
"2596";700;581
"2889";700;684
"3172";700;588
"3206";700;482
"3536";700;789
"4102";700;145
"4339";700;709
"1350";701;838
"1477";701;52
"2590";701;16
"3424";701;495
"3529";701;831
"4740";701;908
"1008";702;877
"2869";702;375
"3358";702;446
"4262";702;766
"4639";702;238
"2132";703;958
"3080";703;256
"4453";703;857
"4617";703;57
"2216";704;225
"2254";704;962
"2790";704;722
"3497";704;541
"3893";704;72
"1918";705;903
"3704";705;78
"1776";706;127
"2661";706;842
"2738";706;198
"2898";706;18
"3319";706;407
"4344";706;566
"4397";706;408
"4730";706;169
"4887";706;316
"490";707;13
"1846";707;700
"2483";707;269
"3237";707;271
"3486";707;689
"4572";707;818
"829";708;183
"1275";708;509
"219";709;106
"522";709;653
"798";709;336
"875";709;276
"1030";709;447
"1138";709;92
"1993";709;640
"2242";709;435
"2439";709;913
"3913";709;226
"3932";709;608
"4396";709;395
"330";710;71
"1935";710;709
"2053";710;943
"2865";710;555
