"";"w";"p"
"4597";37;71
"4868";37;41
"38";38;21
"130";38;45
"136";38;33
"272";38;27
"493";38;44
"609";38;123
"676";38;95
"726";38;103
"756";38;11
"760";38;15
"863";38;11
"1322";38;1
"1393";38;16
"1497";38;27
"1531";38;94
"1583";38;46
"1614";38;103
"1766";38;19
"1822";38;3
"2171";38;7
"2268";38;57
"2747";38;133
"2766";38;40
"2855";38;10
"2873";38;13
"2919";38;136
"3003";38;121
"3028";38;74
"3142";38;24
"3145";38;73
"3170";38;48
"3241";38;34
"3391";38;131
"3445";38;12
"3640";38;82
"3683";38;31
"3876";38;134
"3927";38;93
"3929";38;84
"3936";38;62
"4033";38;5
"4090";38;39
"4167";38;108
"4256";38;109
"4355";38;53
"4371";38;34
"4595";38;71
"4613";38;101
"4656";38;88
"4772";38;93
"140";39;66
"440";39;80
"452";39;55
"507";39;72
"646";39;109
"842";39;103
"1025";39;24
"1074";39;53
"1156";39;57
"1186";39;79
"1200";39;43
"1389";39;70
"1686";39;4
"1694";39;43
"1769";39;111
"1916";39;11
"1976";39;56
"2132";39;89
"2325";39;134
"2647";39;134
"2675";39;9
"2723";39;24
"2767";39;67
"2783";39;52
"2805";39;107
"2848";39;99
"2909";39;122
"2989";39;25
"3083";39;123
"3186";39;139
"3291";39;18
"3329";39;82
"3378";39;35
"3404";39;39
"3532";39;5
"3557";39;98
"3598";39;55
"3812";39;57
"3856";39;35
"3943";39;91
"4061";39;114
"4089";39;29
"4198";39;10
"4243";39;107
"4455";39;59
"4541";39;9
"4734";39;74
"4759";39;108
"4783";39;44
"4821";39;78
"4984";39;47
"105";40;43
"124";40;81
"428";40;14
"489";40;128
"647";40;4
"673";40;88
"735";40;82
"778";40;67
"1043";40;50
"1107";40;86
"1113";40;133
"1293";40;16
"1334";40;98
"1739";40;9
"1831";40;53
"2089";40;7
"2161";40;58
"2535";40;59
"2634";40;100
"2736";40;48
"2762";40;40
"2852";40;25
"2996";40;71
"3200";40;1
"3323";40;130
"3336";40;19
"3642";40;7
"4131";40;8
"4174";40;93
"4326";40;46
"4345";40;24
"4440";40;86
"4548";40;44
"4796";40;5
"4827";40;47
"4839";40;75
"131";41;28
"228";41;83
"248";41;107
"263";41;17
"276";41;111
"294";41;50
"336";41;7
"497";41;69
"658";41;19
"1132";41;97
"1148";41;38
"1216";41;38
"1288";41;25
"1337";41;58
"1374";41;122
"1503";41;99
"1510";41;47
"1540";41;57
"1545";41;68
"1607";41;24
"1837";41;5
"1908";41;7
"1945";41;92
"2084";41;36
"2341";41;45
"2374";41;84
"2418";41;62
"2896";41;51
"3052";41;31
"3374";41;92
"3659";41;124
"3666";41;86
"3727";41;79
"3774";41;18
"3852";41;141
"4193";41;32
"4201";41;100
"4473";41;61
"4511";41;21
"4532";41;55
"4715";41;6
"4934";41;19
"4959";41;84
"4991";41;72
"104";42;84
"126";42;15
"242";42;89
"279";42;44
"340";42;46
"509";42;28
"545";42;67
"550";42;17
"572";42;28
"574";42;16
"613";42;91
"804";42;90
"858";42;46
"1020";42;11
"1071";42;133
"1197";42;62
"1451";42;36
"1484";42;61
"1626";42;40
"1660";42;18
"2067";42;131
"2103";42;97
"2181";42;6
"2234";42;20
"2504";42;138
"2601";42;7
"2868";42;33
"3269";42;56
"3278";42;1
"3466";42;61
"3625";42;87
"3741";42;31
"3818";42;112
"3863";42;17
"3958";42;3
"3966";42;110
"4013";42;106
"4025";42;41
"4071";42;29
"4126";42;68
"4176";42;43
"4235";42;1
"4255";42;5
"4331";42;41
"4333";42;37
"4524";42;8
"4552";42;125
"4602";42;130
"4831";42;23
"4846";42;35
"4941";42;38
"2";43;1
"90";43;130
"110";43;66
"201";43;49
"442";43;116
"474";43;87
"534";43;80
"538";43;3
"618";43;123
"739";43;93
"991";43;37
"1012";43;48
"1121";43;134
"1142";43;103
"1159";43;19
"1399";43;9
"1402";43;23
"1420";43;75
"1477";43;90
"1543";43;25
"1770";43;131
"1859";43;6
"1893";43;115
"1911";43;31
"2233";43;12
"2247";43;19
"2326";43;79
"2334";43;125
"2470";43;128
"2558";43;43
"2615";43;131
"2937";43;92
"3304";43;50
"3319";43;62
"3341";43;142
"3347";43;116
"3418";43;59
"3477";43;59
"3561";43;71
"3681";43;43
"3695";43;81
"3726";43;129
"3893";43;1
"3915";43;90
"3945";43;59
"4161";43;125
"4320";43;22
"4403";43;9
"4503";43;4
"4632";43;53
"4635";43;1
"4681";43;29
"4702";43;39
"4886";43;27
"4909";43;94
"4922";43;49
"11";44;73
"70";44;121
"86";44;66
"155";44;3
"268";44;135
"541";44;7
"623";44;129
"632";44;143
"711";44;6
"817";44;121
"886";44;9
"1049";44;6
"1111";44;144
"1147";44;72
"1237";44;125
"1279";44;25
"1286";44;5
"1421";44;2
"1438";44;56
"1480";44;23
"1486";44;53
"1698";44;14
"1752";44;71
"1927";44;80
"2023";44;2
"2043";44;112
"2206";44;98
"2231";44;49
"2361";44;14
"2578";44;70
"2729";44;55
"2866";44;63
"3117";44;74
"3234";44;47
"3420";44;4
"3712";44;120
"3860";44;86
"3924";44;12
"4055";44;28
"4075";44;36
"4283";44;119
"4295";44;39
"4325";44;8
"4520";44;50
"4587";44;15
"4628";44;9
"4666";44;37
"4680";44;86
"4826";44;28
"4948";44;89
"14";45;48
"33";45;51
"97";45;134
"327";45;54
"332";45;10
"421";45;29
"564";45;109
"599";45;71
"666";45;21
"700";45;104
"763";45;47
"807";45;37
"809";45;122
"1047";45;16
"1112";45;5
"1208";45;79
"1304";45;65
"1308";45;62
"1377";45;77
"1410";45;143
"1550";45;83
"1552";45;16
"1658";45;60
"1664";45;133
"1965";45;126
"2027";45;30
"2032";45;115
"2077";45;24
"2260";45;73
"2315";45;47
"2486";45;7
"2537";45;138
"2672";45;108
"2975";45;129
"3073";45;68
"3135";45;44
"3137";45;120
"3372";45;81
"3443";45;141
"3882";45;134
"3895";45;3
"3914";45;17
"3963";45;20
"4053";45;14
"4072";45;1
"4173";45;32
"4205";45;27
"4237";45;56
"4451";45;9
"4752";45;17
"4865";45;93
"100";46;100
"256";46;107
"307";46;97
"318";46;134
"573";46;50
"755";46;32
"930";46;129
"960";46;66
"1059";46;116
"1078";46;43
"1085";46;6
"1257";46;92
"1356";46;131
"1429";46;92
"1557";46;135
"1558";46;112
"1585";46;13
"1636";46;24
"1708";46;68
"1713";46;26
"2062";46;98
"2073";46;39
"2188";46;86
"2254";46;93
"2324";46;32
"2424";46;84
"2464";46;139
"2490";46;133
"2520";46;43
"2525";46;30
"2721";46;78
"2743";46;120
"2906";46;56
"2942";46;96
"3160";46;56
"3215";46;60
"3225";46;8
"3285";46;17
"3298";46;117
"3340";46;2
"3446";46;68
"3814";46;11
"3905";46;126
"4029";46;58
"4063";46;9
"4097";46;146
"4146";46;67
"4177";46;123
"4434";46;36
"4441";46;18
"4459";46;69
"4530";46;66
"4663";46;82
"4670";46;39
"4674";46;86
"54";47;111
"193";47;35
"429";47;25
"487";47;112
"548";47;48
"767";47;66
"781";47;6
"880";47;35
"986";47;34
"1243";47;79
"1373";47;36
"1495";47;2
"1606";47;16
"1691";47;64
"1731";47;108
"1817";47;15
"1823";47;132
"1898";47;53
"1961";47;28
"2015";47;7
"2178";47;124
"2186";47;37
"2203";47;41
"2216";47;106
"2248";47;110
"2483";47;83
"2635";47;54
"2741";47;12
"2807";47;146
"2839";47;19
"3007";47;65
"3072";47;129
"3080";47;126
"3091";47;11
"3123";47;51
"3240";47;58
"3271";47;41
"3277";47;75
"3292";47;122
"3423";47;67
"3562";47;50
"3684";47;98
"3701";47;32
"3704";47;141
"3775";47;36
"3889";47;44
"3908";47;68
"4135";47;23
"4141";47;38
"4373";47;73
"4437";47;59
"4579";47;20
"4583";47;6
"4658";47;53
"4691";47;46
"4913";47;97
"4923";47;120
"7";48;47
"143";48;46
"146";48;108
"163";48;53
"222";48;44
"245";48;20
"478";48;116
"524";48;70
"594";48;34
"651";48;138
"936";48;52
"949";48;128
"965";48;53
"1015";48;18
"1024";48;147
"1101";48;80
"1116";48;42
"1259";48;70
"1278";48;9
"1292";48;4
"1412";48;87
"1546";48;62
"1762";48;14
"1830";48;23
"1846";48;73
"1936";48;137
"2088";48;56
"2230";48;24
"2402";48;118
"2528";48;66
"2549";48;53
"2594";48;76
"2786";48;56
"2847";48;45
"3107";48;9
"3174";48;93
"3364";48;57
"3375";48;54
"3411";48;88
"3470";48;107
"3509";48;14
"3536";48;31
"3626";48;43
"3675";48;8
"3746";48;140
"3786";48;56
"3906";48;119
"3948";48;70
"4003";48;33
"4019";48;147
"4150";48;71
"4192";48;43
"4271";48;104
"4313";48;147
"4416";48;85
"4677";48;44
"4710";48;141
"4891";48;138
"58";49;143
"216";49;74
"402";49;14
"431";49;148
"454";49;51
"461";49;52
"559";49;125
"601";49;17
"638";49;45
"665";49;56
"900";49;136
"918";49;1
"1029";49;9
"1114";49;31
"1262";49;126
"1466";49;66
"1590";49;96
"1650";49;25
"1879";49;60
"1974";49;16
"2269";49;22
"2303";49;25
"2336";49;116
"2435";49;4
"2442";49;99
"2524";49;16
"2606";49;125
"3109";49;149
"3296";49;67
"3365";49;68
"3384";49;98
"3503";49;32
"3612";49;87
"3636";49;131
"3676";49;40
"3763";49;29
"3865";49;40
"4133";49;123
"4162";49;1
"4199";49;137
"4202";49;24
"4215";49;12
"4247";49;33
"4252";49;6
"4361";49;147
"4402";49;7
"4408";49;138
"4515";49;139
"4591";49;8
"4730";49;81
"4983";49;61
"4997";49;121
"581";50;41
"625";50;61
"891";50;48
"901";50;28
"911";50;18
"1138";50;90
"1161";50;38
"1291";50;13
"1298";50;85
"1362";50;2
"1515";50;68
"1737";50;3
"1864";50;19
"1865";50;149
"1963";50;64
"1971";50;137
"1984";50;4
"2264";50;85
"2329";50;143
"2494";50;141
"2564";50;77
"2641";50;144
"2796";50;11
"2824";50;18
"2877";50;66
"2899";50;129
"2958";50;14
"2968";50;47
"3155";50;92
"3408";50;56
"3540";50;119
"3550";50;56
"3656";50;33
"3829";50;16
"3967";50;144
"4031";50;4
"4051";50;128
"4064";50;133
"4142";50;61
"4585";50;3
"4678";50;15
"4736";50;27
"4809";50;140
"4974";50;75
"184";51;136
"254";51;124
"328";51;89
"348";51;7
"577";51;96
"660";51;31
"856";51;60
"1133";51;141
"1191";51;101
"1194";51;18
"1345";51;139
"1378";51;54
"1554";51;60
"1589";51;114
"1593";51;56
"1741";51;36
"1835";51;75
"1992";51;24
"2094";51;44
"2114";51;110
"2189";51;29
"2290";51;105
"2350";51;78
"2364";51;138
"2371";51;80
"2410";51;104
"2816";51;134
"2933";51;48
"3001";51;74
"3026";51;35
"3239";51;78
"3279";51;16
"3480";51;54
"3498";51;25
"3836";51;95
"3874";51;82
"3912";51;6
"4045";51;41
"4093";51;1
"4238";51;20
"4327";51;97
"4372";51;78
"4523";51;33
"4619";51;74
"4647";51;16
"4720";51;21
"4910";51;37
"5";52;68
"29";52;62
"253";52;119
"291";52;9
"481";52;38
"488";52;59
"662";52;64
"720";52;93
"758";52;142
"779";52;37
"879";52;29
"888";52;14
"932";52;11
"939";52;126
"954";52;9
"957";52;11
"976";52;65
"1075";52;48
"1144";52;129
"1240";52;101
"1281";52;59
"1289";52;114
"1610";52;22
"1790";52;41
"1796";52;79
"1826";52;112
"1862";52;72
"2087";52;124
"2271";52;57
"2317";52;53
"2476";52;35
"2621";52;41
"2667";52;68
"2799";52;143
"3042";52;50
"3058";52;55
"3153";52;30
"3362";52;114
"3366";52;20
"3435";52;30
"3456";52;60
"3479";52;103
"3517";52;70
"3529";52;146
"3646";52;60
"3827";52;118
"4018";52;50
"4056";52;26
"4081";52;18
"4100";52;117
"4216";52;120
"4250";52;101
"4334";52;65
"4580";52;66
"4625";52;68
"4645";52;54
"4770";52;76
"4799";52;30
"4968";52;69
"4986";52;97
"88";53;48
"99";53;46
"154";53;62
"237";53;107
"262";53;103
"264";53;13
"283";53;124
"597";53;46
"684";53;101
"746";53;8
"958";53;103
"1130";53;70
"1241";53;66
"1284";53;152
"1370";53;131
"1418";53;17
"1533";53;95
"1573";53;31
"1723";53;50
"1890";53;70
"1928";53;28
"1933";53;87
"1937";53;44
"2109";53;50
"2123";53;72
"2197";53;26
"2241";53;73
"2431";53;71
"2598";53;148
"2779";53;14
"2813";53;21
"2825";53;88
"2914";53;125
"2977";53;77
"3163";53;131
"3358";53;107
"3662";53;92
"3673";53;137
"3678";53;1
"3709";53;74
"3783";53;92
"3832";53;15
"4069";53;49
"4070";53;37
"4120";53;36
"4419";53;55
"4470";53;152
"4721";53;49
"4751";53;28
"4867";53;9
"4875";53;71
"4903";53;44
"31";54;10
"36";54;41
"369";54;2
"498";54;84
"566";54;150
"602";54;12
"695";54;14
"825";54;142
"841";54;40
"876";54;5
"1265";54;28
"1452";54;30
"1461";54;4
"1581";54;17
"1683";54;10
"1810";54;110
"2059";54;11
"2070";54;32
"2119";54;13
"2138";54;47
"2172";54;82
"2175";54;32
"2195";54;113
"2238";54;49
"2252";54;149
"2385";54;27
"2892";54;128
"3047";54;26
"3428";54;154
"3486";54;26
"3750";54;68
"3868";54;117
"4073";54;86
"4369";54;10
"4612";54;76
"4889";54;1
"4952";54;36
"4960";54;40
"79";55;67
"161";55;57
"189";55;70
"655";55;5
"696";55;52
"733";55;46
"963";55;89
"1013";55;95
"1087";55;42
"1245";55;5
"1307";55;44
"1350";55;38
"1388";55;130
"1437";55;34
"1602";55;152
"1618";55;47
"1646";55;48
"1750";55;110
"1805";55;40
"1833";55;114
"1861";55;48
"1909";55;51
"1920";55;153
"1970";55;103
"2349";55;121
"2370";55;85
"2664";55;53
"2685";55;39
"2713";55;35
"3011";55;39
"3033";55;2
"3034";55;40
"3096";55;103
"3133";55;97
"3257";55;43
"3305";55;79
"3339";55;126
"3468";55;15
"3539";55;36
"3772";55;8
"3840";55;139
"4212";55;46
"4324";55;47
"4526";55;119
"4563";55;124
"4633";55;126
"4634";55;131
"4688";55;41
"4741";55;33
"4743";55;133
"4780";55;82
"4904";55;87
"56";56;74
"115";56;111
"145";56;44
"191";56;45
"377";56;50
"800";56;23
"831";56;8
"861";56;58
"866";56;148
"977";56;23
"1036";56;11
"1129";56;35
"1146";56;42
"1181";56;151
"1205";56;155
"1453";56;142
"1478";56;1
"1568";56;17
"1577";56;76
"1661";56;110
"1692";56;69
"1781";56;154
"1873";56;39
"1952";56;141
"2066";56;153
"2128";56;44
"2236";56;39
"2311";56;43
"2379";56;44
"2588";56;74
"2612";56;98
"2711";56;64
"2742";56;138
"2930";56;3
"3092";56;20
"3216";56;144
"3393";56;152
"3648";56;11
"3716";56;12
"3837";56;114
"3866";56;79
"3981";56;88
"4021";56;129
"4149";56;128
"4246";56;135
"4316";56;59
"4319";56;25
"4328";56;65
"4381";56;34
"4478";56;68
"4549";56;67
"4574";56;141
"4659";56;137
"4700";56;88
"4860";56;6
"4";57;31
"21";57;137
"63";57;93
"93";57;156
"197";57;64
"278";57;71
"894";57;91
"915";57;98
"968";57;33
"1093";57;125
"1443";57;120
"1536";57;151
"1605";57;51
"1757";57;44
"1797";57;105
"1811";57;62
"2044";57;53
"2113";57;58
"2173";57;109
"2289";57;22
"2427";57;30
"2493";57;61
"2545";57;112
"2668";57;66
"2972";57;64
"3008";57;116
"3095";57;36
"3195";57;85
"3245";57;5
"3294";57;108
"3403";57;76
"3515";57;138
"3526";57;98
"3691";57;15
"3745";57;110
"3894";57;71
"3979";57;16
"3994";57;11
"4080";57;48
"4108";57;153
"4114";57;16
"4121";57;2
"4189";57;60
"4226";57;20
"4335";57;29
"4341";57;45
"4481";57;78
"4546";57;78
"4559";57;17
"4636";57;109
"4764";57;110
"4999";57;14
"238";58;89
"349";58;76
"355";58;63
"375";58;9
"766";58;9
"803";58;24
"929";58;42
"944";58;17
"1155";58;77
"1343";58;137
"1578";58;11
"1608";58;81
"1612";58;150
"1666";58;133
"1667";58;32
"1703";58;81
"1847";58;6
"1997";58;20
"2226";58;82
"2375";58;76
"2409";58;50
"2608";58;75
"2628";58;130
"2951";58;57
"2955";58;105
"2991";58;16
"3043";58;83
"3405";58;56
"3484";58;93
"3506";58;90
"3773";58;86
"3952";58;4
"4128";58;17
"4272";58;98
"4380";58;66
"4540";58;22
"4569";58;66
"4615";58;6
"4630";58;156
"4858";58;120
"223";59;154
"224";59;132
"469";59;108
"571";59;135
"622";59;152
"748";59;46
"780";59;132
"846";59;36
"852";59;63
"979";59;136
"999";59;27
"1038";59;143
"1122";59;9
"1244";59;49
"1448";59;73
"1570";59;72
"1587";59;29
"2407";59;95
"2408";59;39
"2457";59;5
"2587";59;135
"2597";59;138
"2619";59;122
"2815";59;105
"3079";59;128
"3105";59;130
"3151";59;38
"3172";59;105
"3482";59;81
"3483";59;20
"3512";59;21
"3534";59;43
"3634";59;79
"3722";59;50
"3925";59;18
"4020";59;15
"4239";59;92
"4259";59;2
"4307";59;12
"4488";59;23
"4543";59;157
"4568";59;50
"4738";59;16
"4898";59;155
"1";60;56
"44";60;136
"533";60;15
"674";60;132
"742";60;143
"793";60;158
"833";60;113
"1088";60;103
"1190";60;47
"1409";60;35
"1423";60;102
"1442";60;56
"1444";60;27
"1489";60;113
"1493";60;53
"1506";60;158
"1943";60;12
"2025";60;127
"2299";60;78
"2419";60;26
"2739";60;158
"2794";60;139
"3114";60;105
"3266";60;54
"3268";60;83
"3316";60;69
"3453";60;69
"3457";60;68
"3524";60;9
"3559";60;49
"3653";60;139
"3724";60;147
"3801";60;43
"3838";60;117
"3899";60;109
"4068";60;140
"4115";60;59
"4180";60;28
"4263";60;34
"4299";60;149
"4370";60;58
"4423";60;55
"4558";60;65
"4685";60;132
"4699";60;112
"4843";60;97
"142";61;32
"159";61;64
"323";61;154
"450";61;61
"505";61;117
"703";61;33
"941";61;53
"1052";61;71
"1061";61;61
"1424";61;150
"1525";61;154
"1592";61;3
"1788";61;53
"2093";61;75
"2282";61;78
"2331";61;1
"2449";61;118
"2550";61;73
"2554";61;154
"2583";61;46
"2700";61;36
"2716";61;1
"2730";61;61
"2920";61;105
"2965";61;31
"2993";61;13
"3207";61;43
"3217";61;136
"3343";61;112
"3406";61;43
"3505";61;147
"3523";61;126
"3647";61;40
"3878";61;82
"3991";61;85
"4004";61;139
"4043";61;137
"4047";61;152
"4113";61;132
"4359";61;62
"13";62;91
"22";62;38
"73";62;144
"249";62;43
"270";62;12
"367";62;128
"791";62;93
"959";62;108
"1051";62;73
"1105";62;111
"1276";62;61
"1297";62;110
"1318";62;28
"1517";62;76
"1652";62;65
"1670";62;127
"1808";62;10
"1848";62;125
"1860";62;95
"1913";62;43
"1953";62;139
"2068";62;71
"2144";62;93
"2151";62;44
"2200";62;2
"2327";62;34
"2448";62;65
"2505";62;139
"2557";62;161
"2581";62;58
"2654";62;98
"2671";62;14
"2788";62;30
"3030";62;108
"3062";62;127
"3226";62;87
"3287";62;162
"3350";62;26
"3398";62;83
"3461";62;15
"3714";62;8
"3719";62;42
"3752";62;88
"3791";62;13
"3950";62;30
"3956";62;55
"4067";62;62
"4125";62;54
"4159";62;56
"4297";62;44
"4412";62;61
"4414";62;43
"4601";62;38
"4624";62;127
"4693";62;27
"4873";62;147
"4883";62;155
"37";63;22
"65";63;67
"95";63;59
"257";63;16
"324";63;87
"381";63;150
"407";63;11
"555";63;24
"687";63;108
"832";63;102
"883";63;102
"884";63;31
"914";63;103
"1170";63;119
"1354";63;18
"1433";63;1
"1483";63;162
"1720";63;34
"1884";63;49
"1901";63;16
"1907";63;61
"2064";63;49
"2307";63;33
"2321";63;51
"2328";63;106
"2381";63;41
"2446";63;51
"2533";63;108
"2556";63;52
"2567";63;138
"2589";63;144
"2646";63;110
"2748";63;12
"2830";63;117
"2876";63;130
"2880";63;137
"3102";63;97
"3232";63;157
"3256";63;46
"3303";63;24
"3342";63;12
"3497";63;1
"3519";63;83
"3922";63;64
"3992";63;161
"4035";63;155
"4280";63;156
"4350";63;71
"4606";63;49
"4694";63;156
"4786";63;51
"4798";63;78
"4912";63;9
"4936";63;33
"30";64;105
"67";64;4
"89";64;158
"309";64;137
"330";64;4
"331";64;61
"333";64;18
"360";64;24
"491";64;18
"504";64;16
"583";64;83
"592";64;60
"628";64;17
"689";64;39
"698";64;22
"874";64;108
"1131";64;121
"1164";64;91
"1220";64;31
"1272";64;56
"1321";64;144
"1472";64;97
"1689";64;96
"1776";64;133
"1807";64;151
"1813";64;94
"1834";64;12
"1934";64;114
"2009";64;135
"2116";64;45
"2180";64;137
"2196";64;8
"2243";64;52
"2283";64;136
"2340";64;41
"2513";64;19
"2584";64;145
"2715";64;95
"2800";64;135
"2931";64;82
"2954";64;67
"3054";64;58
"3243";64;112
"3297";64;3
"3627";64;81
"3798";64;13
"3850";64;94
"4017";64;74
"4074";64;141
"4315";64;126
"4344";64;139
"4384";64;96
"4518";64;139
"4584";64;81
"4617";64;66
"35";65;10
"81";65;113
"167";65;12
"229";65;72
"657";65;7
"680";65;24
"912";65;32
"942";65;48
"1040";65;122
"1139";65;54
"1185";65;67
"1348";65;130
"1601";65;141
"1760";65;75
"1882";65;138
"2007";65;58
"2016";65;141
"2098";65;48
"2125";65;148
"2149";65;35
"2150";65;163
"2199";65;80
"2309";65;46
"2366";65;120
"2391";65;51
"2468";65;159
"2530";65;61
"2538";65;21
"2562";65;3
"2705";65;18
"2709";65;143
"2720";65;23
"2781";65;142
"2833";65;124
"2834";65;4
"2861";65;70
"2995";65;52
"2999";65;150
"3090";65;14
"3100";65;130
"3115";65;43
"3192";65;74
"3258";65;20
"3262";65;39
"3397";65;11
"3475";65;154
"3490";65;73
"3528";65;127
"3555";65;27
"3635";65;71
"4134";65;153
"4183";65;53
"4185";65;68
"4223";65;144
"4251";65;154
"4282";65;135
"4362";65;31
"4368";65;140
"4436";65;106
"4467";65;61
"4489";65;51
"4575";65;25
"4822";65;101
"4895";65;8
"4932";65;73
"4969";65;19
"32";66;25
"180";66;82
"212";66;100
"215";66;53
"326";66;49
"472";66;132
"519";66;125
"580";66;133
"788";66;37
"795";66;25
"836";66;116
"909";66;49
"974";66;26
"980";66;84
"1165";66;48
"1177";66;124
"1224";66;152
"1282";66;76
"1331";66;80
"1398";66;6
"1725";66;100
"1981";66;134
"2091";66;111
"2182";66;47
"2345";66;45
"2365";66;67
"2397";66;86
"2757";66;100
"2803";66;79
"2883";66;83
"2963";66;85
"3009";66;97
"3078";66;79
"3171";66;27
"3177";66;66
"3233";66;152
"3332";66;75
"3369";66;52
"3535";66;67
"3641";66;133
"3751";66;26
"3821";66;52
"3978";66;86
"4163";66;61
"4214";66;66
"4375";66;115
"4377";66;111
"4476";66;57
"4722";66;32
"4754";66;73
"4782";66;68
"101";67;149
"158";67;61
"207";67;55
"290";67;23
"368";67;84
"392";67;62
"398";67;24
"412";67;33
"460";67;67
"464";67;70
"593";67;104
"721";67;115
"792";67;57
"859";67;35
"922";67;156
"972";67;46
"988";67;167
"1333";67;116
"1347";67;141
"1535";67;25
"1623";67;105
"1845";67;64
"1924";67;69
"1985";67;34
"2040";67;10
"2092";67;24
"2135";67;100
"2166";67;65
"2218";67;25
"2270";67;155
"2305";67;70
"2404";67;87
"2585";67;60
"2797";67;28
"2820";67;62
"2867";67;90
"2890";67;129
"2917";67;24
"2971";67;30
"3045";67;58
"3046";67;48
"3129";67;103
"3410";67;20
"3465";67;13
"3530";67;118
"3654";67;10
"3802";67;153
"3886";67;46
"3892";67;151
"4010";67;8
"4041";67;99
"4042";67;89
"4139";67;2
"4474";67;65
"4622";67;123
"4668";67;77
"4773";67;24
"4778";67;35
"4859";67;83
"4956";67;42
"153";68;38
"286";68;163
"627";68;107
"629";68;98
"774";68;13
"961";68;141
"995";68;75
"1058";68;89
"1261";68;30
"1299";68;62
"1300";68;41
"1439";68;40
"1710";68;167
"1881";68;105
"1938";68;62
"2075";68;65
"2318";68;55
"2454";68;32
"2472";68;143
"2575";68;139
"2626";68;139
"2740";68;82
"2768";68;29
"2775";68;18
"2854";68;124
"2912";68;41
"3015";68;36
"3060";68;126
"3071";68;5
"3130";68;147
"3159";68;100
"3227";68;70
"3371";68;155
"3430";68;54
"3494";68;22
"3713";68;7
"3910";68;53
"3916";68;145
"3976";68;29
"4027";68;120
"4057";68;39
"4191";68;18
"4197";68;153
"4211";68;51
"4285";68;23
"4399";68;138
"4627";68;112
"4920";68;121
"4981";68;22
"125";69;158
"235";69;73
"432";69;23
"467";69;29
"523";69;17
"567";69;88
"691";69;52
"704";69;45
"1032";69;148
"1106";69;122
"1167";69;51
"1184";69;65
"1310";69;80
"1371";69;133
"1561";69;69
"1740";69;87
"1995";69;139
"1999";69;62
"2035";69;18
"2048";69;143
"2638";69;37
"2670";69;156
"2696";69;55
"2734";69;115
"2745";69;3
"3124";69;143
"3162";69;92
"3260";69;63
"3300";69;153
"3335";69;139
"3467";69;21
"3518";69;80
"3596";69;124
"3606";69;29
"3733";69;135
"4095";69;95
"4269";69;82
"4292";69;83
"4336";69;135
"4347";69;41
"4388";69;119
"4531";69;3
"4744";69;33
"4884";69;141
"4935";69;53
"4977";69;129
"4996";69;157
"43";70;9
"118";70;72
"206";70;13
"213";70;7
"231";70;107
"244";70;141
"284";70;5
"296";70;6
"339";70;73
"435";70;112
"444";70;65
"456";70;73
"473";70;80
"705";70;87
"870";70;102
"1065";70;132
"1099";70;168
"1110";70;101
"1119";70;139
"1226";70;34
"1263";70;143
"1316";70;128
"1390";70;72
"1499";70;93
"1528";70;12
"1584";70;170
"1588";70;53
"1630";70;61
"1727";70;47
"1749";70;142
"1791";70;155
"1839";70;29
"1946";70;162
"2095";70;170
"2115";70;21
"2261";70;82
"2347";70;55
"2378";70;56
"2432";70;88
"2516";70;106
"2541";70;139
"2572";70;131
"2630";70;123
"2650";70;161
"2843";70;18
"2913";70;101
"2974";70;51
"3032";70;26
"3201";70;90
"3284";70;22
"3400";70;45
"3510";70;5
"3516";70;109
"3573";70;6
"3664";70;2
"3705";70;125
"4117";70;29
"4278";70;12
"4306";70;35
"4431";70;61
"4551";70;60
"4607";70;143
"4686";70;101
"4808";70;23
"4819";70;164
"64";71;170
"96";71;38
"343";71;60
"462";71;69
"521";71;59
"610";71;72
"675";71;2
"701";71;62
"715";71;116
"750";71;139
"875";71;58
"952";71;38
"1134";71;10
"1160";71;20
"1217";71;3
"1219";71;38
"1247";71;9
"1290";71;39
"1306";71;168
"1312";71;8
"1564";71;109
"1672";71;171
"1707";71;122
"1840";71;5
"2047";71;23
"2065";71;13
"2137";71;170
"2219";71;168
"2275";71;58
"2314";71;149
"2459";71;111
"2521";71;46
"2637";71;49
"2814";71;94
"2869";71;63
"2973";71;119
"2976";71;57
"3152";71;40
"3206";71;40
"3221";71;71
"3580";71;28
"3628";71;61
"3639";71;7
"3702";71;128
"3732";71;126
"4209";71;125
"4304";71;10
"4330";71;16
"4346";71;11
"4572";71;137
"4687";71;6
"4856";71;1
"26";72;79
"116";72;156
"134";72;6
"551";72;140
"663";72;73
"723";72;29
"855";72;149
"907";72;123
"928";72;164
"1143";72;29
"1162";72;61
"1230";72;101
"1415";72;35
"1728";72;107
"1778";72;2
"1779";72;43
"2039";72;64
"2306";72;65
"2377";72;79
"2394";72;167
"2499";72;112
"2609";72;16
"2756";72;124
"2784";72;57
"2836";72;97
"2969";72;63
"3024";72;90
"3143";72;31
"3178";72;51
"3249";72;92
"3321";72;51
"3368";72;150
"3401";72;25
"3604";72;45
"3655";72;88
"3757";72;145
"3813";72;38
"3919";72;17
"3955";72;12
"4166";72;73
"4258";72;26
"4461";72;152
"4578";72;119
"4748";72;84
"4797";72;139
"4863";72;24
"4878";72;90
"4970";72;58
"98";73;100
"106";73;142
"359";73;172
"547";73;112
"648";73;155
"786";73;70
"835";73;80
